股票,進場日,出場日,進場價,出場價,報酬率,持有天數,結果
00651R,2020-05-04,2020-05-06,9.18,9.05,-1.42,2,失敗
2371,2020-05-05,2020-05-11,21.85,21.4,-2.06,6,失敗
00651R,2020-05-13,2020-05-14,8.92,9.1,2.02,1,勝利
00677U,2020-05-14,2020-05-15,7.17,6.83,-4.74,1,失敗
00654R,2020-05-15,2020-05-21,16.37,16.25,-0.73,6,失敗
2608,2020-05-15,2020-05-18,39.85,41.2,3.39,3,勝利
6177,2020-05-21,2020-05-22,28.6,28.55,-0.17,1,失敗
6196,2020-05-21,2020-05-28,76.2,80.5,5.64,7,勝利
00651R,2020-05-22,2020-05-29,9.51,9.39,-1.26,7,失敗
6655,2020-05-22,2020-05-25,41.1,40.5,-1.46,3,失敗
0053,2020-05-26,2020-05-29,38.85,38.57,-0.72,3,失敗
0057,2020-05-26,2020-05-29,55.9,55.8,-0.18,3,失敗
2388,2020-05-26,2020-05-28,30.65,29.25,-4.57,2,失敗
6183,2020-05-26,2020-05-27,42.05,42.0,-0.12,1,失敗
3015,2020-05-27,2020-06-03,22.5,22.8,1.33,7,勝利
6655,2020-05-28,2020-05-29,40.9,41.0,0.24,1,勝利
00635U,2020-06-01,2020-06-03,24.66,24.29,-1.5,2,失敗
00639,2020-06-01,2020-06-08,11.44,11.67,2.01,7,勝利
00703,2020-06-01,2020-06-08,20.71,21.21,2.41,7,勝利
3312,2020-06-01,2020-06-08,15.05,15.3,1.66,7,勝利
8046,2020-06-01,2020-06-02,60.3,59.7,-1.0,1,失敗
3338,2020-06-02,2020-06-09,91.9,91.2,-0.76,7,失敗
1227,2020-06-03,2020-06-04,65.8,65.4,-0.61,1,失敗
2912,2020-06-03,2020-06-04,297.5,298.0,0.17,1,勝利
3563,2020-06-05,2020-06-08,332.0,340.0,2.41,3,勝利
8046,2020-06-05,2020-06-08,60.4,59.5,-1.49,3,失敗
1590,2020-06-09,2020-06-10,519.0,520.0,0.19,1,勝利
3669,2020-06-10,2020-06-11,29.95,31.0,3.51,1,勝利
6669,2020-06-10,2020-06-12,819.0,811.0,-0.98,2,失敗
1590,2020-06-11,2020-06-12,499.0,496.0,-0.6,1,失敗
2345,2020-06-11,2020-06-12,223.5,226.5,1.34,1,勝利
3533,2020-06-11,2020-06-12,379.5,390.0,2.77,1,勝利
00677U,2020-06-12,2020-06-19,6.88,6.59,-4.22,7,失敗
00688L,2020-06-12,2020-06-16,31.94,30.93,-3.16,4,失敗
1733,2020-06-15,2020-06-22,26.15,27.4,4.78,7,勝利
1905,2020-06-15,2020-06-22,8.82,9.0,2.04,7,勝利
1907,2020-06-15,2020-06-22,13.75,13.85,0.73,7,勝利
2471,2020-06-15,2020-06-22,22.5,22.95,2.0,7,勝利
2883,2020-06-15,2020-06-19,9.27,9.26,-0.11,4,失敗
3164,2020-06-15,2020-06-22,24.65,25.1,1.83,7,勝利
3705,2020-06-15,2020-06-16,47.3,47.5,0.42,1,勝利
9906,2020-06-15,2020-06-22,22.85,28.65,25.38,7,勝利
00640L,2020-06-16,2020-06-18,19.02,18.75,-1.42,2,失敗
00646,2020-06-16,2020-06-18,28.18,27.96,-0.78,2,失敗
00662,2020-06-16,2020-06-23,37.9,38.65,1.98,7,勝利
00668,2020-06-16,2020-06-18,28.32,27.9,-1.48,2,失敗
00670L,2020-06-16,2020-06-23,50.75,52.6,3.65,7,勝利
00678,2020-06-16,2020-06-18,25.39,25.37,-0.08,2,失敗
00737,2020-06-16,2020-06-23,23.02,23.32,1.3,7,勝利
00762,2020-06-16,2020-06-23,28.02,28.52,1.78,7,勝利
00830,2020-06-16,2020-06-23,18.47,18.68,1.14,7,勝利
1423,2020-06-16,2020-06-23,11.65,15.1,29.61,7,勝利
1537,2020-06-16,2020-06-17,145.5,145.0,-0.34,1,失敗
2107,2020-06-16,2020-06-22,18.2,18.0,-1.1,6,失敗
2358,2020-06-16,2020-06-17,13.85,13.85,0.0,1,失敗
4560,2020-06-16,2020-06-23,49.35,49.15,-0.41,7,失敗
6505,2020-06-16,2020-06-17,90.8,89.2,-1.76,1,失敗
1435,2020-06-17,2020-06-24,8.67,8.75,0.92,7,勝利
1528,2020-06-17,2020-06-24,7.84,7.88,0.51,7,勝利
1609,2020-06-17,2020-06-18,10.65,10.6,-0.47,1,失敗
1786,2020-06-17,2020-06-19,64.1,64.7,0.94,2,勝利
8341,2020-06-17,2020-06-18,259.5,259.0,-0.19,1,失敗
00680L,2020-06-18,2020-06-19,30.87,31.09,0.71,1,勝利
3266,2020-06-22,2020-06-23,13.75,13.75,0.0,1,失敗
3380,2020-06-23,2020-07-02,27.2,27.75,2.02,9,勝利
00677U,2020-06-29,2020-06-30,6.63,6.38,-3.77,1,失敗
9919,2020-06-29,2020-06-30,44.95,43.25,-3.78,1,失敗
1504,2020-06-30,2020-07-01,27.05,27.0,-0.18,1,失敗
2314,2020-06-30,2020-07-07,23.55,23.5,-0.21,7,失敗
2882B,2020-06-30,2020-07-01,64.1,62.5,-2.5,1,失敗
5871,2020-06-30,2020-07-07,125.0,128.5,2.8,7,勝利
6674,2020-06-30,2020-07-07,25.9,35.75,38.03,7,勝利
3023,2020-07-01,2020-07-08,151.5,163.5,7.92,7,勝利
5521,2020-07-01,2020-07-08,9.01,10.7,18.76,7,勝利
8341,2020-07-01,2020-07-02,257.5,256.0,-0.58,1,失敗
6281,2020-07-02,2020-07-03,70.5,70.3,-0.28,1,失敗
1541,2020-07-03,2020-07-06,37.1,37.15,0.13,3,勝利
2464,2020-07-03,2020-07-10,41.4,51.4,24.15,7,勝利
3031,2020-07-03,2020-07-07,14.75,14.9,1.02,4,勝利
00640L,2020-07-06,2020-07-07,18.65,18.48,-0.91,1,失敗
00645,2020-07-06,2020-07-08,20.49,20.3,-0.93,2,失敗
1442,2020-07-06,2020-07-07,17.85,17.6,-1.4,1,失敗
1612,2020-07-06,2020-07-13,10.6,11.35,7.08,7,勝利
2881,2020-07-06,2020-07-07,43.3,43.3,0.0,1,失敗
4763,2020-07-06,2020-07-13,123.5,135.0,9.31,7,勝利
1541,2020-07-07,2020-07-14,37.85,43.6,15.19,7,勝利
2617,2020-07-07,2020-07-08,16.45,16.45,0.0,1,失敗
1504,2020-07-08,2020-07-09,27.15,26.95,-0.74,1,失敗
2630,2020-07-08,2020-07-09,16.4,16.4,0.0,1,失敗
8466,2020-07-08,2020-07-09,68.5,68.3,-0.29,1,失敗
00668K,2020-07-09,2020-07-10,9.44,9.31,-1.38,1,失敗
1904,2020-07-09,2020-07-10,23.05,23.35,1.3,1,勝利
2358,2020-07-09,2020-07-16,15.0,15.7,4.67,7,勝利
2385,2020-07-09,2020-07-13,85.5,86.8,1.52,4,勝利
3051,2020-07-09,2020-07-10,3.8,3.88,2.11,1,勝利
3167,2020-07-09,2020-07-10,42.8,41.25,-3.62,1,失敗
9958,2020-07-09,2020-07-10,83.7,85.2,1.79,1,勝利
2630,2020-07-10,2020-07-13,16.55,16.7,0.91,3,勝利
6215,2020-07-10,2020-07-13,14.65,15.7,7.17,3,勝利
00640L,2020-07-13,2020-07-14,18.55,18.37,-0.97,1,失敗
00645,2020-07-13,2020-07-14,20.4,20.3,-0.49,1,失敗
1474,2020-07-13,2020-07-14,15.95,14.7,-7.84,1,失敗
1467,2020-07-14,2020-07-15,26.0,25.4,-2.31,1,失敗
2383,2020-07-14,2020-07-15,160.0,158.5,-0.94,1,失敗
3416,2020-07-14,2020-07-15,61.0,60.4,-0.98,1,失敗
2049,2020-07-15,2020-07-17,306.0,306.0,0.0,2,失敗
2059,2020-07-15,2020-07-16,343.0,343.5,0.15,1,勝利
2880,2020-07-15,2020-07-16,20.2,20.05,-0.74,1,失敗
6655,2020-07-15,2020-07-22,42.95,44.65,3.96,7,勝利
9908,2020-07-15,2020-07-16,31.15,31.1,-0.16,1,失敗
1476,2020-07-16,2020-07-17,337.0,333.0,-1.19,1,失敗
2106,2020-07-16,2020-07-17,29.75,29.25,-1.68,1,失敗
4935,2020-07-16,2020-07-17,125.5,125.0,-0.4,1,失敗
8163,2020-07-16,2020-07-17,38.0,37.65,-0.92,1,失敗
2353,2020-07-17,2020-07-24,19.1,19.85,3.93,7,勝利
1515,2020-07-21,2020-07-28,81.9,78.6,-4.03,7,失敗
2453,2020-07-21,2020-07-24,18.25,17.65,-3.29,3,失敗
3015,2020-07-21,2020-07-24,26.1,23.95,-8.24,3,失敗
3231,2020-07-21,2020-07-22,33.9,34.25,1.03,1,勝利
6230,2020-07-21,2020-07-22,264.0,261.5,-0.95,1,失敗
6412,2020-07-21,2020-07-28,69.9,70.1,0.29,7,勝利
8070,2020-07-21,2020-07-28,171.5,169.5,-1.17,7,失敗
8215,2020-07-21,2020-07-24,18.8,18.15,-3.46,3,失敗
1325,2020-07-22,2020-07-27,166.5,162.0,-2.7,5,失敗
3605,2020-07-22,2020-07-24,28.2,26.8,-4.96,2,失敗
4142,2020-07-22,2020-07-23,69.5,70.3,1.15,1,勝利
9919,2020-07-22,2020-07-23,39.65,40.0,0.88,1,勝利
2363,2020-07-23,2020-07-24,12.45,11.9,-4.42,1,失敗
2739,2020-07-23,2020-07-24,26.0,25.8,-0.77,1,失敗
3257,2020-07-23,2020-07-24,84.7,86.5,2.13,1,勝利
4737,2020-07-24,2020-07-31,73.9,74.2,0.41,7,勝利
5533,2020-07-24,2020-07-27,16.05,15.85,-1.25,3,失敗
2404,2020-07-27,2020-07-28,210.0,202.5,-3.57,1,失敗
5234,2020-07-27,2020-07-28,89.7,87.7,-2.23,1,失敗
6415,2020-07-27,2020-07-28,1755.0,1670.0,-4.84,1,失敗
00670L,2020-07-28,2020-07-29,58.45,56.85,-2.74,1,失敗
2430,2020-07-28,2020-07-29,18.2,18.2,0.0,1,失敗
5880,2020-07-28,2020-07-29,21.2,21.35,0.71,1,勝利
8374,2020-07-28,2020-08-03,21.65,22.25,2.77,6,勝利
0055,2020-07-29,2020-07-30,18.02,18.14,0.67,1,勝利
1203,2020-07-29,2020-07-30,29.8,29.75,-0.17,1,失敗
2227,2020-07-29,2020-08-05,277.5,278.0,0.18,7,勝利
2887,2020-07-29,2020-07-30,13.4,13.45,0.37,1,勝利
5519,2020-07-29,2020-07-30,15.55,15.75,1.29,1,勝利
5871,2020-07-29,2020-07-30,124.5,124.5,0.0,1,失敗
6201,2020-07-29,2020-08-04,35.2,33.3,-5.4,6,失敗
00670L,2020-07-30,2020-08-06,58.1,62.7,7.92,7,勝利
2115,2020-07-30,2020-08-06,42.85,44.3,3.38,7,勝利
2388,2020-07-30,2020-08-06,38.75,39.8,2.71,7,勝利
3501,2020-07-30,2020-07-31,48.25,45.25,-6.22,1,失敗
5533,2020-07-30,2020-07-31,15.9,16.05,0.94,1,勝利
6415,2020-07-30,2020-07-31,1770.0,1755.0,-0.85,1,失敗
6531,2020-07-30,2020-08-06,436.5,452.5,3.67,7,勝利
2301,2020-07-31,2020-08-07,49.6,48.95,-1.31,7,失敗
9925,2020-07-31,2020-08-03,37.55,37.55,0.0,3,失敗
9945,2020-07-31,2020-08-07,50.8,53.0,4.33,7,勝利
2013,2020-08-03,2020-08-10,26.55,29.0,9.23,7,勝利
2015,2020-08-03,2020-08-10,52.9,54.8,3.59,7,勝利
2345,2020-08-03,2020-08-04,233.0,245.5,5.36,1,勝利
2430,2020-08-03,2020-08-04,18.75,18.65,-0.53,1,失敗
4142,2020-08-03,2020-08-10,74.6,70.0,-6.17,7,失敗
00678,2020-08-04,2020-08-05,26.58,26.42,-0.6,1,失敗
2017,2020-08-04,2020-08-05,7.52,7.99,6.25,1,勝利
2885,2020-08-04,2020-08-11,18.2,19.15,5.22,7,勝利
2887,2020-08-04,2020-08-11,13.45,13.1,-2.6,7,失敗
4133,2020-08-04,2020-08-10,84.8,79.9,-5.78,6,失敗
2357,2020-08-05,2020-08-12,224.5,227.0,1.11,7,勝利
2855,2020-08-05,2020-08-07,16.0,15.8,-1.25,2,失敗
3703,2020-08-05,2020-08-12,13.45,14.5,7.81,7,勝利
4927,2020-08-05,2020-08-06,83.1,79.6,-4.21,1,失敗
5243,2020-08-05,2020-08-06,35.65,35.5,-0.42,1,失敗
8422,2020-08-06,2020-08-12,165.5,159.5,-3.63,6,失敗
2449,2020-08-10,2020-08-13,35.6,35.5,-0.28,3,失敗
6281,2020-08-10,2020-08-11,69.8,69.5,-0.43,1,失敗
2024,2020-08-11,2020-08-18,14.85,15.3,3.03,7,勝利
2106,2020-08-11,2020-08-18,28.95,31.65,9.33,7,勝利
2611,2020-08-11,2020-08-12,6.7,6.64,-0.9,1,失敗
6197,2020-08-12,2020-08-19,35.9,35.85,-0.14,7,失敗
8374,2020-08-12,2020-08-19,22.3,22.7,1.79,7,勝利
1256,2020-08-13,2020-08-20,212.5,230.0,8.24,7,勝利
4942,2020-08-13,2020-08-20,39.6,40.2,1.52,7,勝利
6205,2020-08-13,2020-08-14,34.1,34.25,0.44,1,勝利
6230,2020-08-13,2020-08-14,248.0,248.5,0.2,1,勝利
9921,2020-08-13,2020-08-14,298.5,304.0,1.84,1,勝利
1701,2020-08-14,2020-08-17,23.5,23.25,-1.06,3,失敗
00625K,2020-08-17,2020-08-24,8.42,8.27,-1.78,7,失敗
1604,2020-08-17,2020-08-19,23.15,23.0,-0.65,2,失敗
2345,2020-08-17,2020-08-20,238.0,222.0,-6.72,3,失敗
2468,2020-08-17,2020-08-18,14.6,14.65,0.34,1,勝利
2901,2020-08-17,2020-08-18,24.2,24.2,0.0,1,失敗
6230,2020-08-17,2020-08-20,269.0,244.0,-9.29,3,失敗
8011,2020-08-17,2020-08-18,17.65,17.35,-1.7,1,失敗
00706L,2020-08-18,2020-08-20,17.72,17.58,-0.79,2,失敗
00708L,2020-08-18,2020-08-20,34.93,33.22,-4.9,2,失敗
4536,2020-08-18,2020-08-19,156.0,160.0,2.56,1,勝利
3052,2020-08-19,2020-08-20,12.3,11.95,-2.85,1,失敗
3432,2020-08-19,2020-08-20,12.55,12.4,-1.2,1,失敗
6205,2020-08-19,2020-08-20,33.9,31.4,-7.37,1,失敗
8454,2020-08-19,2020-08-26,675.0,720.0,6.67,7,勝利
6415,2020-08-20,2020-08-21,1790.0,1775.0,-0.84,1,失敗
01010T,2020-08-21,2020-08-24,10.29,10.26,-0.29,3,失敗
2102,2020-08-21,2020-08-28,22.65,22.85,0.88,7,勝利
3432,2020-08-21,2020-08-24,12.75,12.65,-0.78,3,失敗
00680L,2020-08-24,2020-08-25,32.79,32.44,-1.07,1,失敗
00685L,2020-08-24,2020-08-31,21.8,21.62,-0.83,7,失敗
00688L,2020-08-24,2020-08-25,33.24,33.05,-0.57,1,失敗
2409,2020-08-24,2020-08-25,9.73,9.94,2.16,1,勝利
2464,2020-08-24,2020-08-28,45.1,44.35,-1.66,4,失敗
2614,2020-08-24,2020-08-31,15.9,16.25,2.2,7,勝利
3029,2020-08-24,2020-08-28,44.75,42.65,-4.69,4,失敗
3481,2020-08-24,2020-08-25,8.09,8.25,1.98,1,勝利
4763,2020-08-24,2020-08-25,128.5,127.5,-0.78,1,失敗
6112,2020-08-24,2020-08-25,41.45,41.45,0.0,1,失敗
6288,2020-08-24,2020-08-31,25.75,33.1,28.54,7,勝利
6579,2020-08-24,2020-08-31,71.5,72.5,1.4,7,勝利
8261,2020-08-24,2020-08-31,29.8,29.3,-1.68,7,失敗
0056,2020-08-25,2020-08-26,30.44,30.43,-0.03,1,失敗
00730,2020-08-25,2020-08-28,17.87,17.75,-0.67,3,失敗
1321,2020-08-25,2020-09-01,35.15,36.25,3.13,7,勝利
1437,2020-08-25,2020-08-27,22.65,22.45,-0.88,2,失敗
1440,2020-08-25,2020-08-26,11.1,12.2,9.91,1,勝利
2419,2020-08-25,2020-09-01,22.25,22.25,0.0,7,失敗
2436,2020-08-25,2020-08-26,29.6,29.5,-0.34,1,失敗
2485,2020-08-25,2020-08-26,18.45,18.45,0.0,1,失敗
3231,2020-08-25,2020-08-26,34.0,33.6,-1.18,1,失敗
3376,2020-08-25,2020-08-26,152.5,152.0,-0.33,1,失敗
5215,2020-08-25,2020-08-28,160.5,165.0,2.8,3,勝利
5388,2020-08-25,2020-08-26,79.3,79.1,-0.25,1,失敗
9136,2020-08-25,2020-08-26,11.0,10.7,-2.73,1,失敗
1773,2020-08-26,2020-08-27,104.0,102.5,-1.44,1,失敗
1903,2020-08-26,2020-08-27,74.8,72.1,-3.61,1,失敗
1909,2020-08-26,2020-09-02,15.3,17.0,11.11,7,勝利
2404,2020-08-26,2020-08-28,210.5,204.5,-2.85,2,失敗
3583,2020-08-26,2020-09-02,60.7,59.5,-1.98,7,失敗
00706L,2020-08-31,2020-09-02,17.75,17.55,-1.13,2,失敗
1773,2020-08-31,2020-09-04,107.5,103.5,-3.72,4,失敗
4737,2020-08-31,2020-09-07,72.8,74.2,1.92,7,勝利
1233,2020-09-02,2020-09-03,36.95,36.75,-0.54,1,失敗
2377,2020-09-02,2020-09-07,138.5,136.0,-1.81,5,失敗
00673R,2020-09-03,2020-09-10,29.88,32.31,8.13,7,勝利
00680L,2020-09-03,2020-09-07,32.12,30.98,-3.55,4,失敗
00688L,2020-09-03,2020-09-07,32.58,31.36,-3.74,4,失敗
2439,2020-09-03,2020-09-04,156.5,154.5,-1.28,1,失敗
2836,2020-09-03,2020-09-04,10.1,9.99,-1.09,1,失敗
3406,2020-09-03,2020-09-04,609.0,592.0,-2.79,1,失敗
3530,2020-09-03,2020-09-10,90.5,84.8,-6.3,7,失敗
8033,2020-09-03,2020-09-04,10.55,10.55,0.0,1,失敗
6183,2020-09-04,2020-09-11,50.0,47.55,-4.9,7,失敗
8926,2020-09-04,2020-09-11,40.0,41.45,3.63,7,勝利
00685L,2020-09-07,2020-09-08,21.66,21.95,1.34,1,勝利
1444,2020-09-07,2020-09-08,10.2,9.53,-6.57,1,失敗
1711,2020-09-07,2020-09-11,17.0,16.15,-5.0,4,失敗
2363,2020-09-07,2020-09-08,12.4,12.4,0.0,1,失敗
9940,2020-09-07,2020-09-08,29.35,29.55,0.68,1,勝利
00668,2020-09-08,2020-09-09,30.04,29.18,-2.86,1,失敗
1409,2020-09-08,2020-09-09,11.7,11.7,0.0,1,失敗
2889,2020-09-08,2020-09-09,11.65,11.8,1.29,1,勝利
4133,2020-09-08,2020-09-09,78.2,75.0,-4.09,1,失敗
1423,2020-09-09,2020-09-10,14.5,14.35,-1.03,1,失敗
1474,2020-09-09,2020-09-11,13.1,12.85,-1.91,2,失敗
3167,2020-09-10,2020-09-11,43.7,43.45,-0.57,1,失敗
4545,2020-09-10,2020-09-11,30.3,29.95,-1.16,1,失敗
1467,2020-09-11,2020-09-15,20.55,20.2,-1.7,4,失敗
00636,2020-09-14,2020-09-15,23.94,24.3,1.5,1,勝利
020008,2020-09-14,2020-09-21,10.82,10.81,-0.09,7,失敗
0055,2020-09-15,2020-09-16,17.88,17.95,0.39,1,勝利
006205,2020-09-15,2020-09-17,35.11,34.68,-1.22,2,失敗
00728,2020-09-15,2020-09-22,22.08,21.95,-0.59,7,失敗
4545,2020-09-15,2020-09-21,31.8,31.35,-1.42,6,失敗
1323,2020-09-16,2020-09-17,33.9,33.75,-0.44,1,失敗
1460,2020-09-16,2020-09-22,9.61,9.57,-0.42,6,失敗
2379,2020-09-16,2020-09-17,375.5,370.5,-1.33,1,失敗
2461,2020-09-16,2020-09-22,17.25,16.25,-5.8,6,失敗
2467,2020-09-16,2020-09-22,28.0,28.5,1.79,6,勝利
2841,2020-09-16,2020-09-17,7.7,7.76,0.78,1,勝利
3661,2020-09-17,2020-09-21,517.0,518.0,0.19,4,勝利
8033,2020-09-17,2020-09-22,11.05,11.1,0.45,5,勝利
9103,2020-09-17,2020-09-18,58.9,55.4,-5.94,1,失敗
1903,2020-09-18,2020-09-21,67.6,65.9,-2.51,3,失敗
4755,2020-09-18,2020-09-22,69.7,68.3,-2.01,4,失敗
6412,2020-09-18,2020-09-21,70.0,69.2,-1.14,3,失敗
2101,2020-09-21,2020-09-22,48.0,46.95,-2.19,1,失敗
4133,2020-09-21,2020-09-23,78.7,75.7,-3.81,2,失敗
6415,2020-09-21,2020-09-22,1780.0,1705.0,-4.21,1,失敗
6431,2020-09-21,2020-09-22,32.0,29.85,-6.72,1,失敗
00673R,2020-09-22,2020-09-25,31.15,30.37,-2.5,3,失敗
2358,2020-09-23,2020-09-30,15.95,16.45,3.13,7,勝利
2809,2020-09-23,2020-09-24,36.5,36.55,0.14,1,勝利
3018,2020-09-23,2020-09-24,21.8,20.5,-5.96,1,失敗
6133,2020-09-23,2020-09-24,8.06,7.97,-1.12,1,失敗
3046,2020-09-24,2020-09-25,15.65,15.75,0.64,1,勝利
6196,2020-09-24,2020-09-25,103.5,100.0,-3.38,1,失敗
6283,2020-09-24,2020-10-05,27.7,35.2,27.08,11,勝利
2809,2020-09-25,2020-09-28,36.75,36.95,0.54,3,勝利
8442,2020-09-25,2020-09-28,46.95,46.95,0.0,3,失敗
1236,2020-09-28,2020-09-29,13.3,13.45,1.13,1,勝利
2331,2020-09-28,2020-09-29,13.0,13.35,2.69,1,勝利
3056,2020-09-28,2020-09-29,37.25,37.45,0.54,1,勝利
5533,2020-09-28,2020-09-29,16.05,16.05,0.0,1,失敗
0052,2020-09-29,2020-09-30,89.5,90.25,0.84,1,勝利
00670L,2020-09-29,2020-09-30,65.75,64.1,-2.51,1,失敗
1558,2020-09-29,2020-10-05,138.0,138.0,0.0,6,失敗
2308,2020-09-29,2020-09-30,185.0,189.0,2.16,1,勝利
2836,2020-09-29,2020-09-30,9.92,9.9,-0.2,1,失敗
2889,2020-09-29,2020-10-05,11.75,11.75,0.0,6,失敗
2913,2020-09-29,2020-09-30,16.85,16.85,0.0,1,失敗
4722,2020-09-29,2020-10-05,28.0,27.95,-0.18,6,失敗
6133,2020-09-29,2020-09-30,8.0,8.08,1.0,1,勝利
5871,2020-09-30,2020-10-05,131.0,131.5,0.38,5,勝利
8442,2020-09-30,2020-10-05,47.45,47.45,0.0,5,失敗
00653L,2020-10-05,2020-10-13,22.97,24.68,7.44,8,勝利
1437,2020-10-05,2020-10-13,23.5,23.7,0.85,8,勝利
1460,2020-10-05,2020-10-12,10.25,9.65,-5.85,7,失敗
1810,2020-10-05,2020-10-13,9.78,9.56,-2.25,8,失敗
2417,2020-10-05,2020-10-13,66.5,67.2,1.05,8,勝利
3037,2020-10-05,2020-10-13,78.2,85.5,9.34,8,勝利
3583,2020-10-05,2020-10-13,60.8,58.8,-3.29,8,失敗
8021,2020-10-05,2020-10-13,22.4,22.35,-0.22,8,失敗
9919,2020-10-05,2020-10-12,43.1,40.1,-6.96,7,失敗
9944,2020-10-05,2020-10-08,22.9,22.95,0.22,3,勝利
00733,2020-10-06,2020-10-07,24.04,24.01,-0.12,1,失敗
2402,2020-10-06,2020-10-14,17.75,19.0,7.04,8,勝利
3443,2020-10-06,2020-10-14,271.0,272.5,0.55,8,勝利
00703,2020-10-07,2020-10-15,23.56,24.32,3.23,8,勝利
00668,2020-10-08,2020-10-16,29.34,29.58,0.82,8,勝利
2363,2020-10-08,2020-10-16,12.8,12.2,-4.69,8,失敗
3023,2020-10-08,2020-10-12,178.5,185.0,3.64,4,勝利
00709,2020-10-12,2020-10-15,19.58,19.29,-1.48,3,失敗
8442,2020-10-13,2020-10-15,47.0,46.45,-1.17,2,失敗
00733,2020-10-14,2020-10-15,24.23,24.1,-0.54,1,失敗
5608,2020-10-14,2020-10-15,6.71,6.64,-1.04,1,失敗
8464,2020-10-14,2020-10-15,338.0,332.5,-1.63,1,失敗
6215,2020-10-15,2020-10-16,15.85,15.65,-1.26,1,失敗
1477,2020-10-16,2020-10-23,179.5,190.0,5.85,7,勝利
9105,2020-10-16,2020-10-19,7.08,6.38,-9.89,3,失敗
9919,2020-10-16,2020-10-19,41.1,40.8,-0.73,3,失敗
00645,2020-10-19,2020-10-20,21.26,21.05,-0.99,1,失敗
2028,2020-10-19,2020-10-20,10.05,10.05,0.0,1,失敗
2390,2020-10-19,2020-10-20,16.25,16.35,0.62,1,勝利
3645,2020-10-19,2020-10-21,62.0,59.0,-4.84,2,失敗
00733,2020-10-20,2020-10-21,24.28,23.79,-2.02,1,失敗
4142,2020-10-20,2020-10-21,69.5,68.5,-1.44,1,失敗
6409,2020-10-20,2020-10-21,964.0,972.0,0.83,1,勝利
6415,2020-10-20,2020-10-21,1835.0,1895.0,3.27,1,勝利
9955,2020-10-20,2020-10-21,18.9,19.1,1.06,1,勝利
0056,2020-10-21,2020-10-22,29.59,29.59,0.0,1,失敗
00645,2020-10-21,2020-10-22,21.24,21.0,-1.13,1,失敗
3437,2020-10-21,2020-10-22,22.55,22.2,-1.55,1,失敗
3515,2020-10-21,2020-10-22,173.5,167.5,-3.46,1,失敗
8454,2020-10-21,2020-10-22,687.0,675.0,-1.75,1,失敗
2617,2020-10-22,2020-10-28,17.4,17.0,-2.3,6,失敗
2855,2020-10-22,2020-10-23,15.45,15.2,-1.62,1,失敗
5522,2020-10-22,2020-10-26,46.3,45.9,-0.86,4,失敗
9921,2020-10-22,2020-10-23,270.5,264.5,-2.22,1,失敗
9933,2020-10-22,2020-10-23,38.7,38.7,0.0,1,失敗
00662,2020-10-23,2020-10-26,43.4,43.13,-0.62,3,失敗
1712,2020-10-23,2020-10-26,19.65,19.7,0.25,3,勝利
1909,2020-10-23,2020-10-28,16.8,16.8,0.0,5,失敗
2015,2020-10-23,2020-10-30,56.9,57.0,0.18,7,勝利
2353,2020-10-23,2020-10-27,24.7,24.9,0.81,4,勝利
0056,2020-10-26,2020-10-27,29.69,29.69,0.0,1,失敗
00673R,2020-10-26,2020-11-02,30.95,34.9,12.76,7,勝利
1905,2020-10-26,2020-11-02,9.45,9.19,-2.75,7,失敗
2357,2020-10-26,2020-10-27,247.5,248.5,0.4,1,勝利
2461,2020-10-26,2020-10-27,15.85,15.95,0.63,1,勝利
1471,2020-10-27,2020-10-28,5.6,5.34,-4.64,1,失敗
2388,2020-10-27,2020-11-02,38.55,36.75,-4.67,6,失敗
3311,2020-10-27,2020-10-29,27.85,27.7,-0.54,2,失敗
3515,2020-10-27,2020-10-28,169.0,170.5,0.89,1,勝利
2904,2020-10-28,2020-10-29,24.0,24.0,0.0,1,失敗
006207,2020-10-29,2020-11-02,28.2,27.97,-0.82,4,失敗
00743,2020-10-29,2020-11-02,26.01,25.85,-0.62,4,失敗
1806,2020-10-29,2020-10-30,6.35,6.2,-2.36,1,失敗
3167,2020-10-29,2020-10-30,42.9,42.55,-0.82,1,失敗
3189,2020-10-29,2020-10-30,68.9,69.1,0.29,1,勝利
2013,2020-10-30,2020-11-02,29.5,29.5,0.0,3,失敗
2107,2020-10-30,2020-11-02,20.1,19.9,-1.0,3,失敗
2305,2020-10-30,2020-11-02,7.59,7.53,-0.79,3,失敗
8926,2020-10-30,2020-11-02,38.0,37.85,-0.39,3,失敗
911616,2020-10-30,2020-11-02,2.5,2.33,-6.8,3,失敗
006205,2020-11-03,2020-11-04,34.84,34.99,0.43,1,勝利
006208,2020-11-03,2020-11-04,59.85,60.7,1.42,1,勝利
00675L,2020-11-03,2020-11-04,25.44,26.09,2.56,1,勝利
00690,2020-11-03,2020-11-10,25.47,26.31,3.3,7,勝利
00766L,2020-11-03,2020-11-10,11.31,12.2,7.87,7,勝利
2010,2020-11-03,2020-11-10,11.05,12.0,8.6,7,勝利
2014,2020-11-03,2020-11-10,10.0,10.25,2.5,7,勝利
2114,2020-11-03,2020-11-10,81.8,82.9,1.34,7,勝利
2393,2020-11-03,2020-11-04,38.9,39.05,0.39,1,勝利
2430,2020-11-03,2020-11-04,18.1,18.2,0.55,1,勝利
2460,2020-11-03,2020-11-10,13.6,14.5,6.62,7,勝利
