股票,進場日,出場日,進場價,出場價,報酬率,持有天數,結果
8028,2019-09-24,2019-09-26,74.9,73.2,-2.27,2,失敗
8374,2019-09-24,2019-09-27,22.15,20.8,-6.09,3,失敗
2606,2019-09-25,2019-09-26,34.25,33.7,-1.61,1,失敗
4906,2019-09-26,2019-09-27,26.75,26.25,-1.87,1,失敗
8039,2019-09-26,2019-09-27,44.0,42.55,-3.3,1,失敗
1473,2019-10-01,2019-10-02,26.0,25.95,-0.19,1,失敗
2906,2019-10-01,2019-10-02,11.6,11.55,-0.43,1,失敗
3698,2019-10-01,2019-10-08,17.3,16.75,-3.18,7,失敗
3711,2019-10-01,2019-10-03,73.5,72.3,-1.63,2,失敗
00713,2019-10-02,2019-10-03,32.62,32.44,-0.55,1,失敗
1736,2019-10-02,2019-10-04,84.0,83.0,-1.19,2,失敗
8105,2019-10-02,2019-10-08,14.7,14.3,-2.72,6,失敗
2520,2019-10-03,2019-10-04,28.4,28.35,-0.18,1,失敗
9955,2019-10-03,2019-10-04,19.55,19.85,1.53,1,勝利
3023,2019-10-04,2019-10-07,122.0,122.5,0.41,3,勝利
3653,2019-10-04,2019-10-15,137.5,142.0,3.27,11,勝利
6412,2019-10-04,2019-10-07,56.5,55.8,-1.24,3,失敗
00713,2019-10-07,2019-10-08,32.56,32.5,-0.18,1,失敗
2421,2019-10-07,2019-10-08,38.65,37.6,-2.72,1,失敗
2433,2019-10-07,2019-10-08,48.5,48.5,0.0,1,失敗
6141,2019-10-07,2019-10-08,22.3,21.65,-2.91,1,失敗
00645,2019-10-08,2019-10-09,20.58,20.45,-0.63,1,失敗
2906,2019-10-08,2019-10-09,11.65,11.65,0.0,1,失敗
3356,2019-10-08,2019-10-17,32.65,33.7,3.22,9,勝利
1809,2019-10-09,2019-10-14,12.9,12.4,-3.88,5,失敗
006205,2019-10-14,2019-10-18,31.48,30.87,-1.94,4,失敗
00636,2019-10-14,2019-10-21,22.01,21.65,-1.64,7,失敗
00639,2019-10-14,2019-10-18,10.58,10.4,-1.7,4,失敗
00670L,2019-10-14,2019-10-21,35.68,35.98,0.84,7,勝利
00739,2019-10-14,2019-10-18,21.07,20.76,-1.47,4,失敗
00743,2019-10-14,2019-10-18,21.05,20.5,-2.61,4,失敗
2107,2019-10-14,2019-10-15,18.35,18.75,2.18,1,勝利
2303,2019-10-14,2019-10-21,13.5,13.9,2.96,7,勝利
2431,2019-10-14,2019-10-15,12.1,11.9,-1.65,1,失敗
2433,2019-10-14,2019-10-15,48.5,48.55,0.1,1,勝利
2468,2019-10-14,2019-10-18,13.0,12.6,-3.08,4,失敗
2515,2019-10-14,2019-10-21,7.98,8.39,5.14,7,勝利
2545,2019-10-14,2019-10-21,31.6,34.3,8.54,7,勝利
3016,2019-10-14,2019-10-17,50.4,51.1,1.39,3,勝利
1533,2019-10-15,2019-10-16,38.1,37.85,-0.66,1,失敗
2608,2019-10-15,2019-10-16,36.8,36.9,0.27,1,勝利
00646,2019-10-16,2019-10-17,27.8,27.76,-0.14,1,失敗
1446,2019-10-16,2019-10-23,31.3,32.05,2.4,7,勝利
2034,2019-10-16,2019-10-17,26.3,26.3,0.0,1,失敗
2360,2019-10-16,2019-10-17,149.0,150.5,1.01,1,勝利
2461,2019-10-16,2019-10-18,24.2,23.1,-4.55,2,失敗
2485,2019-10-16,2019-10-17,23.15,23.35,0.86,1,勝利
3042,2019-10-16,2019-10-17,39.35,38.95,-1.02,1,失敗
3380,2019-10-16,2019-10-22,24.4,23.95,-1.84,6,失敗
4934,2019-10-16,2019-10-23,4.88,5.7,16.8,7,勝利
8454,2019-10-16,2019-10-17,264.0,261.0,-1.14,1,失敗
2906,2019-10-17,2019-10-18,11.55,11.55,0.0,1,失敗
3023,2019-10-17,2019-10-23,126.0,123.0,-2.38,6,失敗
6152,2019-10-17,2019-10-18,7.06,7.1,0.57,1,勝利
2383,2019-10-18,2019-10-21,127.5,128.5,0.78,3,勝利
6176,2019-10-18,2019-10-21,119.5,118.0,-1.26,3,失敗
2362,2019-10-21,2019-10-28,33.45,38.5,15.1,7,勝利
1786,2019-10-22,2019-10-29,74.0,71.8,-2.97,7,失敗
2301,2019-10-22,2019-10-28,51.5,49.55,-3.79,6,失敗
2613,2019-10-22,2019-10-23,13.55,13.55,0.0,1,失敗
3376,2019-10-22,2019-10-29,123.5,124.5,0.81,7,勝利
1514,2019-10-23,2019-10-24,16.85,16.8,-0.3,1,失敗
1522,2019-10-23,2019-10-24,30.75,31.15,1.3,1,勝利
8070,2019-10-23,2019-10-30,163.0,172.0,5.52,7,勝利
3588,2019-10-24,2019-10-31,25.35,25.9,2.17,7,勝利
5243,2019-10-24,2019-10-31,38.85,37.6,-3.22,7,失敗
5876,2019-10-24,2019-10-25,52.2,52.1,-0.19,1,失敗
6224,2019-10-24,2019-10-31,69.7,68.5,-1.72,7,失敗
6412,2019-10-24,2019-10-31,56.8,59.4,4.58,7,勝利
00738U,2019-10-25,2019-11-01,20.34,20.5,0.79,7,勝利
2360,2019-10-25,2019-11-01,150.5,143.0,-4.98,7,失敗
006207,2019-10-28,2019-10-30,23.42,23.21,-0.9,2,失敗
00643,2019-10-28,2019-11-04,12.34,12.36,0.16,7,勝利
00739,2019-10-28,2019-10-30,20.95,20.74,-1.0,2,失敗
1736,2019-10-30,2019-11-06,78.6,84.4,7.38,7,勝利
4142,2019-10-30,2019-10-31,25.55,25.1,-1.76,1,失敗
00708L,2019-10-31,2019-11-06,22.22,22.0,-0.99,6,失敗
2383,2019-10-31,2019-11-01,127.5,133.0,4.31,1,勝利
2881B,2019-10-31,2019-11-01,64.2,64.1,-0.16,1,失敗
2882B,2019-10-31,2019-11-01,63.9,63.8,-0.16,1,失敗
00688L,2019-11-01,2019-11-04,25.55,25.28,-1.06,3,失敗
1102,2019-11-04,2019-11-05,43.5,43.45,-0.11,1,失敗
2029,2019-11-04,2019-11-07,20.3,20.3,0.0,3,失敗
2421,2019-11-04,2019-11-11,41.05,40.8,-0.61,7,失敗
2497,2019-11-04,2019-11-05,24.7,24.25,-1.82,1,失敗
3038,2019-11-04,2019-11-07,18.7,18.05,-3.48,3,失敗
4551,2019-11-04,2019-11-05,171.0,175.0,2.34,1,勝利
6152,2019-11-04,2019-11-05,7.0,7.0,0.0,1,失敗
6431,2019-11-04,2019-11-05,25.65,25.5,-0.58,1,失敗
1227,2019-11-05,2019-11-06,61.9,62.4,0.81,1,勝利
2408,2019-11-05,2019-11-06,73.0,72.5,-0.68,1,失敗
2881,2019-11-05,2019-11-11,44.95,45.2,0.56,6,勝利
3530,2019-11-05,2019-11-08,100.5,95.0,-5.47,3,失敗
2379,2019-11-06,2019-11-07,231.0,228.0,-1.3,1,失敗
3042,2019-11-06,2019-11-08,38.55,39.4,2.2,2,勝利
2461,2019-11-07,2019-11-08,22.1,21.95,-0.68,1,失敗
8150,2019-11-07,2019-11-14,33.4,36.7,9.88,7,勝利
2345,2019-11-08,2019-11-11,172.0,173.0,0.58,3,勝利
3037,2019-11-11,2019-11-18,47.1,49.65,5.41,7,勝利
5258,2019-11-11,2019-11-12,27.9,28.5,2.15,1,勝利
9944,2019-11-11,2019-11-12,17.2,17.2,0.0,1,失敗
1464,2019-11-12,2019-11-19,28.0,27.0,-3.57,7,失敗
3533,2019-11-12,2019-11-13,293.0,284.0,-3.07,1,失敗
4104,2019-11-12,2019-11-13,53.0,53.3,0.57,1,勝利
6591,2019-11-12,2019-11-14,45.05,45.0,-0.11,2,失敗
9906,2019-11-12,2019-11-19,16.85,16.95,0.59,7,勝利
1109,2019-11-13,2019-11-20,18.8,19.3,2.66,7,勝利
1215,2019-11-13,2019-11-14,65.6,64.6,-1.52,1,失敗
2428,2019-11-13,2019-11-20,85.0,88.3,3.88,7,勝利
3021,2019-11-13,2019-11-20,15.5,15.65,0.97,7,勝利
4930,2019-11-13,2019-11-20,11.25,11.05,-1.78,7,失敗
6271,2019-11-13,2019-11-14,131.0,128.5,-1.91,1,失敗
00643,2019-11-14,2019-11-18,12.32,12.34,0.16,4,勝利
1701,2019-11-14,2019-11-15,19.0,18.95,-0.26,1,失敗
3062,2019-11-14,2019-11-21,19.0,18.5,-2.63,7,失敗
6184,2019-11-14,2019-11-21,39.55,39.5,-0.13,7,失敗
6282,2019-11-14,2019-11-21,22.95,23.25,1.31,7,勝利
006207,2019-11-15,2019-11-18,23.44,23.55,0.47,3,勝利
1227,2019-11-15,2019-11-19,62.4,62.6,0.32,4,勝利
2474,2019-11-15,2019-11-21,277.5,270.0,-2.7,6,失敗
5531,2019-11-15,2019-11-18,11.6,11.6,0.0,3,失敗
5880,2019-11-15,2019-11-18,20.75,20.95,0.96,3,勝利
6191,2019-11-15,2019-11-20,17.15,17.0,-0.87,5,失敗
6416,2019-11-15,2019-11-22,89.5,94.2,5.25,7,勝利
1503,2019-11-18,2019-11-21,46.2,45.65,-1.19,3,失敗
3052,2019-11-18,2019-11-21,12.7,12.65,-0.39,3,失敗
1789,2019-11-19,2019-11-26,25.5,27.45,7.65,7,勝利
1810,2019-11-19,2019-11-26,8.11,8.22,1.36,7,勝利
2887E,2019-11-19,2019-11-20,55.9,55.9,0.0,1,失敗
1474,2019-11-20,2019-11-27,9.82,9.63,-1.93,7,失敗
3015,2019-11-20,2019-11-21,20.65,20.6,-0.24,1,失敗
8367,2019-11-20,2019-11-27,24.65,25.9,5.07,7,勝利
2537,2019-11-21,2019-11-22,8.36,8.27,-1.08,1,失敗
9924,2019-11-21,2019-11-22,43.95,43.85,-0.23,1,失敗
00645,2019-11-22,2019-11-29,21.78,21.87,0.41,7,勝利
1611,2019-11-22,2019-11-27,11.25,10.75,-4.44,5,失敗
1720,2019-11-22,2019-11-29,35.75,34.4,-3.78,7,失敗
0058,2019-11-25,2019-11-26,48.86,48.98,0.25,1,勝利
2820,2019-11-25,2019-11-26,14.95,14.9,-0.33,1,失敗
3042,2019-11-25,2019-11-26,37.95,38.9,2.5,1,勝利
2545,2019-11-26,2019-12-03,35.25,39.0,10.64,7,勝利
5880,2019-11-26,2019-11-29,20.95,20.75,-0.95,3,失敗
6155,2019-11-26,2019-12-02,26.8,25.95,-3.17,6,失敗
9945,2019-11-26,2019-11-27,46.25,46.45,0.43,1,勝利
1339,2019-11-27,2019-12-02,45.6,45.2,-0.88,5,失敗
6451,2019-11-27,2019-11-28,148.0,143.5,-3.04,1,失敗
2887E,2019-11-28,2019-11-29,55.9,55.9,0.0,1,失敗
8039,2019-11-28,2019-12-05,45.35,46.4,2.32,7,勝利
8103,2019-11-28,2019-11-29,25.8,26.0,0.78,1,勝利
2882B,2019-11-29,2019-12-02,63.8,63.8,0.0,3,失敗
6289,2019-12-02,2019-12-09,0.77,1.0,29.87,7,勝利
0056,2019-12-03,2019-12-04,27.92,27.88,-0.14,1,失敗
0058,2019-12-03,2019-12-04,48.86,48.4,-0.94,1,失敗
1414,2019-12-03,2019-12-04,7.05,7.06,0.14,1,勝利
1514,2019-12-03,2019-12-04,17.25,17.15,-0.58,1,失敗
3048,2019-12-03,2019-12-05,19.75,19.6,-0.76,2,失敗
4977,2019-12-03,2019-12-04,104.0,102.0,-1.92,1,失敗
6533,2019-12-03,2019-12-10,127.5,127.0,-0.39,7,失敗
1614,2019-12-04,2019-12-05,30.25,30.25,0.0,1,失敗
2397,2019-12-04,2019-12-11,82.7,82.9,0.24,7,勝利
0056,2019-12-05,2019-12-12,28.03,28.31,1.0,7,勝利
00631L,2019-12-05,2019-12-12,49.62,52.3,5.4,7,勝利
00642U,2019-12-05,2019-12-12,17.01,17.17,0.94,7,勝利
00646,2019-12-05,2019-12-12,28.85,29.08,0.8,7,勝利
00663L,2019-12-05,2019-12-12,44.43,46.58,4.84,7,勝利
00672L,2019-12-05,2019-12-12,15.5,15.82,2.06,7,勝利
00675L,2019-12-05,2019-12-12,19.28,20.14,4.46,7,勝利
1618,2019-12-05,2019-12-06,8.67,8.66,-0.12,1,失敗
2330,2019-12-05,2019-12-12,312.0,331.5,6.25,7,勝利
3008,2019-12-05,2019-12-12,4710.0,4805.0,2.02,7,勝利
4551,2019-12-05,2019-12-11,182.0,177.0,-2.75,6,失敗
6257,2019-12-05,2019-12-12,36.7,37.6,2.45,7,勝利
00670L,2019-12-06,2019-12-13,39.85,41.48,4.09,7,勝利
2387,2019-12-06,2019-12-10,36.9,36.55,-0.95,4,失敗
3711,2019-12-06,2019-12-13,79.7,85.2,6.9,7,勝利
8028,2019-12-06,2019-12-10,72.4,71.6,-1.1,4,失敗
00668,2019-12-09,2019-12-16,30.66,30.6,-0.2,7,失敗
1618,2019-12-09,2019-12-16,9.52,9.2,-3.36,7,失敗
1109,2019-12-10,2019-12-17,18.85,19.15,1.59,7,勝利
1308,2019-12-10,2019-12-11,15.65,15.8,0.96,1,勝利
2024,2019-12-10,2019-12-17,11.8,12.35,4.66,7,勝利
3266,2019-12-10,2019-12-11,15.35,15.55,1.3,1,勝利
1446,2019-12-11,2019-12-12,34.7,34.0,-2.02,1,失敗
8070,2019-12-11,2019-12-12,177.5,176.0,-0.85,1,失敗
9927,2019-12-11,2019-12-17,32.6,32.15,-1.38,6,失敗
9941,2019-12-11,2019-12-12,114.5,114.5,0.0,1,失敗
00701,2019-12-12,2019-12-19,23.48,23.69,0.89,7,勝利
2608,2019-12-12,2019-12-13,38.9,38.65,-0.64,1,失敗
00653L,2019-12-13,2019-12-17,30.15,30.26,0.36,4,勝利
2889,2019-12-13,2019-12-16,11.0,10.95,-0.45,3,失敗
8374,2019-12-13,2019-12-16,22.3,22.35,0.22,3,勝利
1446,2019-12-16,2019-12-23,34.9,37.8,8.31,7,勝利
1503,2019-12-16,2019-12-23,45.4,45.45,0.11,7,勝利
1626,2019-12-16,2019-12-18,31.0,29.4,-5.16,2,失敗
3003,2019-12-16,2019-12-23,49.6,48.6,-2.02,7,失敗
5871,2019-12-16,2019-12-19,138.0,138.5,0.36,3,勝利
9945,2019-12-16,2019-12-17,45.8,45.6,-0.44,1,失敗
2313,2019-12-17,2019-12-18,47.9,46.0,-3.97,1,失敗
2425,2019-12-17,2019-12-24,31.1,31.15,0.16,7,勝利
2455,2019-12-17,2019-12-18,114.0,112.5,-1.32,1,失敗
4104,2019-12-17,2019-12-18,53.8,53.7,-0.19,1,失敗
4958,2019-12-17,2019-12-19,141.0,137.0,-2.84,2,失敗
6558,2019-12-17,2019-12-24,74.0,70.6,-4.59,7,失敗
8374,2019-12-17,2019-12-24,22.8,22.7,-0.44,7,失敗
2356,2019-12-18,2019-12-20,23.25,22.9,-1.51,2,失敗
2850,2019-12-18,2019-12-19,38.85,38.85,0.0,1,失敗
3416,2019-12-18,2019-12-19,55.5,55.8,0.54,1,勝利
6166,2019-12-18,2019-12-23,47.45,46.9,-1.16,5,失敗
9103,2019-12-18,2019-12-20,1.11,1.1,-0.9,2,失敗
1215,2019-12-20,2019-12-26,66.6,66.4,-0.3,6,失敗
3030,2019-12-23,2019-12-24,51.1,51.4,0.59,1,勝利
3024,2019-12-24,2019-12-25,8.58,8.38,-2.33,1,失敗
3305,2019-12-24,2019-12-31,24.75,24.9,0.61,7,勝利
3062,2019-12-25,2019-12-31,18.45,18.3,-0.81,6,失敗
2448,2019-12-26,2019-12-30,33.45,32.3,-3.44,4,失敗
4566,2019-12-26,2019-12-27,51.5,51.4,-0.19,1,失敗
9802,2019-12-26,2019-12-27,122.0,126.5,3.69,1,勝利
3266,2019-12-27,2019-12-30,15.65,15.45,-1.28,3,失敗
1604,2019-12-30,2019-12-31,20.15,20.15,0.0,1,失敗
2345,2019-12-30,2019-12-31,164.0,168.0,2.44,1,勝利
4943,2019-12-30,2020-01-06,178.0,167.5,-5.9,7,失敗
9911,2019-12-31,2020-01-02,47.15,47.5,0.74,2,勝利
1504,2020-01-02,2020-01-03,26.6,26.75,0.56,1,勝利
00640L,2020-01-03,2020-01-06,22.37,22.01,-1.61,3,失敗
2838A,2020-01-03,2020-01-06,55.0,55.0,0.0,3,失敗
00640L,2020-01-07,2020-01-08,22.72,22.22,-2.2,1,失敗
00645,2020-01-07,2020-01-08,22.28,22.05,-1.03,1,失敗
1464,2020-01-07,2020-01-08,26.4,25.95,-1.7,1,失敗
8454,2020-01-07,2020-01-08,291.0,290.5,-0.17,1,失敗
3034,2020-01-08,2020-01-15,220.5,227.5,3.17,7,勝利
0050,2020-01-09,2020-01-16,96.95,97.3,0.36,7,勝利
00631L,2020-01-09,2020-01-16,53.4,54.15,1.4,7,勝利
00640L,2020-01-09,2020-01-16,22.84,22.73,-0.48,7,失敗
00685L,2020-01-09,2020-01-16,18.21,18.51,1.65,7,勝利
00692,2020-01-09,2020-01-16,24.09,24.19,0.42,7,勝利
00701,2020-01-09,2020-01-10,25.89,24.48,-5.45,1,失敗
00709,2020-01-09,2020-01-15,21.71,21.44,-1.24,6,失敗
1590,2020-01-09,2020-01-16,479.5,506.0,5.53,7,勝利
1736,2020-01-09,2020-01-10,82.1,81.7,-0.49,1,失敗
2313,2020-01-09,2020-01-10,45.2,45.65,1.0,1,勝利
2414,2020-01-09,2020-01-10,22.65,22.7,0.22,1,勝利
2454,2020-01-09,2020-01-10,437.0,432.0,-1.14,1,失敗
2458,2020-01-09,2020-01-16,91.0,95.7,5.16,7,勝利
2459,2020-01-09,2020-01-10,42.95,43.2,0.58,1,勝利
2707,2020-01-09,2020-01-13,171.0,168.5,-1.46,4,失敗
2890,2020-01-09,2020-01-10,13.1,13.15,0.38,1,勝利
3008,2020-01-09,2020-01-16,4865.0,5015.0,3.08,7,勝利
4560,2020-01-09,2020-01-10,51.3,51.0,-0.58,1,失敗
5434,2020-01-09,2020-01-16,105.5,113.5,7.58,7,勝利
5871,2020-01-09,2020-01-10,137.0,137.5,0.36,1,勝利
6239,2020-01-09,2020-01-10,102.5,99.7,-2.73,1,失敗
00652,2020-01-10,2020-01-17,24.0,24.28,1.17,7,勝利
00653L,2020-01-10,2020-01-17,30.46,30.77,1.02,7,勝利
00678,2020-01-10,2020-01-13,23.47,23.36,-0.47,3,失敗
1789,2020-01-10,2020-01-17,26.8,26.9,0.37,7,勝利
2101,2020-01-10,2020-01-17,49.9,50.5,1.2,7,勝利
2107,2020-01-10,2020-01-17,18.95,19.4,2.37,7,勝利
2427,2020-01-10,2020-01-17,10.75,11.1,3.26,7,勝利
2468,2020-01-10,2020-01-17,13.5,13.5,0.0,7,失敗
2505,2020-01-10,2020-01-17,18.0,21.6,20.0,7,勝利
2823,2020-01-10,2020-01-17,25.8,25.95,0.58,7,勝利
3010,2020-01-10,2020-01-17,56.9,57.7,1.41,7,勝利
3021,2020-01-10,2020-01-17,15.85,15.95,0.63,7,勝利
3705,2020-01-10,2020-01-17,42.5,43.3,1.88,7,勝利
6189,2020-01-10,2020-01-17,34.8,35.0,0.57,7,勝利
6214,2020-01-10,2020-01-17,75.3,81.9,8.76,7,勝利
8081,2020-01-10,2020-01-17,125.5,129.5,3.19,7,勝利
8150,2020-01-10,2020-01-13,34.0,34.15,0.44,3,勝利
9911,2020-01-10,2020-01-17,47.55,48.05,1.05,7,勝利
00728,2020-01-13,2020-01-14,21.65,21.71,0.28,1,勝利
1604,2020-01-13,2020-01-20,20.2,20.3,0.5,7,勝利
2420,2020-01-13,2020-01-20,36.45,36.55,0.27,7,勝利
2453,2020-01-13,2020-01-20,17.8,17.8,0.0,7,失敗
2850,2020-01-13,2020-01-14,38.9,38.75,-0.39,1,失敗
2882,2020-01-13,2020-01-20,42.85,43.1,0.58,7,勝利
2892,2020-01-13,2020-01-20,23.9,24.55,2.72,7,勝利
2905,2020-01-13,2020-01-20,21.8,23.65,8.49,7,勝利
3036,2020-01-13,2020-01-20,41.85,43.1,2.99,7,勝利
3312,2020-01-13,2020-01-15,16.15,16.0,-0.93,2,失敗
4938,2020-01-13,2020-01-14,69.2,69.1,-0.14,1,失敗
9958,2020-01-13,2020-01-15,72.5,71.3,-1.66,2,失敗
2303,2020-01-14,2020-01-15,16.25,16.15,-0.62,1,失敗
00678,2020-01-15,2020-01-30,23.39,23.36,-0.13,15,失敗
6412,2020-01-15,2020-01-16,61.1,61.9,1.31,1,勝利
1618,2020-01-16,2020-01-17,9.26,9.29,0.32,1,勝利
2338,2020-01-16,2020-01-30,34.05,31.5,-7.49,14,失敗
5203,2020-01-16,2020-01-30,112.5,101.0,-10.22,14,失敗
3532,2020-01-17,2020-01-20,113.5,112.5,-0.88,3,失敗
6201,2020-01-17,2020-01-20,35.2,35.2,0.0,3,失敗
1720,2020-01-20,2020-02-04,33.75,33.8,0.15,15,勝利
2616,2020-01-20,2020-01-30,30.0,29.5,-1.67,10,失敗
8070,2020-01-20,2020-01-30,175.0,163.0,-6.86,10,失敗
00634R,2020-01-30,2020-02-06,6.8,6.01,-11.62,7,失敗
00638R,2020-01-30,2020-02-06,13.25,12.1,-8.68,7,失敗
00656R,2020-01-30,2020-02-06,11.79,11.0,-6.7,7,失敗
2356,2020-01-31,2020-02-03,22.95,22.95,0.0,3,失敗
2414,2020-01-31,2020-02-03,22.95,22.6,-1.53,3,失敗
2451,2020-01-31,2020-02-07,81.0,79.0,-2.47,7,失敗
2881B,2020-01-31,2020-02-03,64.4,64.4,0.0,3,失敗
2897A,2020-01-31,2020-02-03,10.6,10.6,0.0,3,失敗
5522,2020-01-31,2020-02-03,40.35,39.6,-1.86,3,失敗
6409,2020-01-31,2020-02-03,731.0,729.0,-0.27,3,失敗
8112,2020-01-31,2020-02-03,32.7,32.05,-1.99,3,失敗
9911,2020-01-31,2020-02-03,48.7,48.8,0.21,3,勝利
00738U,2020-02-03,2020-02-04,19.97,19.83,-0.7,1,失敗
1590,2020-02-04,2020-02-10,500.0,489.5,-2.1,6,失敗
2312,2020-02-04,2020-02-10,14.3,14.1,-1.4,6,失敗
2597,2020-02-04,2020-02-05,63.2,63.6,0.63,1,勝利
2838,2020-02-04,2020-02-10,11.5,11.4,-0.87,6,失敗
2884,2020-02-04,2020-02-10,28.65,28.7,0.17,6,勝利
2890,2020-02-04,2020-02-05,13.1,13.05,-0.38,1,失敗
3008,2020-02-04,2020-02-05,4835.0,4830.0,-0.1,1,失敗
00643,2020-02-05,2020-02-06,13.22,13.55,2.5,1,勝利
00645,2020-02-05,2020-02-12,22.11,22.23,0.54,7,勝利
00752,2020-02-05,2020-02-06,24.56,24.74,0.73,1,勝利
1789,2020-02-05,2020-02-12,28.25,27.95,-1.06,7,失敗
1907,2020-02-05,2020-02-06,12.95,13.25,2.32,1,勝利
2408,2020-02-05,2020-02-10,84.4,83.5,-1.07,5,失敗
2885,2020-02-05,2020-02-07,20.2,20.3,0.5,2,勝利
2892,2020-02-05,2020-02-10,23.8,24.05,1.05,5,勝利
3031,2020-02-05,2020-02-06,15.6,15.9,1.92,1,勝利
3437,2020-02-05,2020-02-06,17.2,17.5,1.74,1,勝利
8101,2020-02-05,2020-02-10,6.41,6.49,1.25,5,勝利
9908,2020-02-05,2020-02-12,31.55,31.75,0.63,7,勝利
00640L,2020-02-06,2020-02-12,22.94,22.49,-1.96,6,失敗
00678,2020-02-06,2020-02-13,23.68,23.77,0.38,7,勝利
00709,2020-02-06,2020-02-07,21.62,21.5,-0.56,1,失敗
1616,2020-02-06,2020-02-10,5.07,4.91,-3.16,4,失敗
2303,2020-02-06,2020-02-13,16.25,16.85,3.69,7,勝利
3189,2020-02-06,2020-02-10,51.3,48.75,-4.97,4,失敗
4977,2020-02-06,2020-02-07,112.0,107.5,-4.02,1,失敗
6206,2020-02-06,2020-02-13,75.5,74.2,-1.72,7,失敗
5203,2020-02-07,2020-02-10,105.0,113.0,7.62,3,勝利
2536,2020-02-10,2020-02-11,22.35,22.7,1.57,1,勝利
00703,2020-02-11,2020-02-18,21.29,21.37,0.38,7,勝利
00766L,2020-02-11,2020-02-12,10.7,10.83,1.21,1,勝利
1541,2020-02-11,2020-02-18,38.0,36.7,-3.42,7,失敗
2851,2020-02-11,2020-02-18,19.95,20.15,1.0,7,勝利
00685L,2020-02-12,2020-02-13,17.58,17.58,0.0,1,失敗
2458,2020-02-12,2020-02-13,89.6,87.9,-1.9,1,失敗
3661,2020-02-12,2020-02-14,229.0,226.5,-1.09,2,失敗
2433,2020-02-13,2020-02-14,53.5,54.0,0.93,1,勝利
2459,2020-02-13,2020-02-14,41.55,41.55,0.0,1,失敗
2466,2020-02-13,2020-02-17,34.95,34.85,-0.29,4,失敗
2903,2020-02-13,2020-02-14,25.1,24.7,-1.59,1,失敗
5522,2020-02-13,2020-02-14,39.25,39.2,-0.13,1,失敗
4720,2020-02-14,2020-02-21,14.85,14.15,-4.71,7,失敗
3533,2020-02-18,2020-02-19,307.0,309.0,0.65,1,勝利
00631L,2020-02-19,2020-02-20,51.35,50.9,-0.88,1,失敗
0057,2020-02-20,2020-02-21,60.35,60.0,-0.58,1,失敗
2812,2020-02-26,2020-03-02,12.35,12.2,-1.21,5,失敗
01010T,2020-02-27,2020-03-02,10.2,10.16,-0.39,4,失敗
6214,2020-03-02,2020-03-06,80.1,80.2,0.12,4,勝利
00678,2020-03-03,2020-03-04,24.9,23.9,-4.02,1,失敗
1101,2020-03-03,2020-03-04,42.65,42.85,0.47,1,勝利
1582,2020-03-03,2020-03-04,86.4,86.6,0.23,1,勝利
1712,2020-03-03,2020-03-04,19.2,19.35,0.78,1,勝利
2368,2020-03-03,2020-03-10,17.05,20.5,20.23,7,勝利
2404,2020-03-03,2020-03-04,186.5,185.5,-0.54,1,失敗
2451,2020-03-03,2020-03-04,80.0,79.3,-0.88,1,失敗
3023,2020-03-03,2020-03-04,134.0,134.0,0.0,1,失敗
3661,2020-03-03,2020-03-09,229.0,216.0,-5.68,6,失敗
4935,2020-03-03,2020-03-04,130.5,128.5,-1.53,1,失敗
6230,2020-03-03,2020-03-04,233.5,228.5,-2.14,1,失敗
2303,2020-03-04,2020-03-05,15.8,15.7,-0.63,1,失敗
2348,2020-03-04,2020-03-09,54.5,53.3,-2.2,5,失敗
1232,2020-03-05,2020-03-06,123.0,122.5,-0.41,1,失敗
1582,2020-03-05,2020-03-06,87.8,86.6,-1.37,1,失敗
2345,2020-03-05,2020-03-06,179.0,178.0,-0.56,1,失敗
6281,2020-03-05,2020-03-06,67.8,67.9,0.15,1,勝利
8271,2020-03-05,2020-03-12,46.65,41.5,-11.04,7,失敗
9906,2020-03-05,2020-03-06,21.2,20.75,-2.12,1,失敗
9939,2020-03-05,2020-03-06,60.3,59.6,-1.16,1,失敗
1409,2020-03-06,2020-03-09,12.45,11.95,-4.02,3,失敗
4737,2020-03-06,2020-03-09,77.2,77.7,0.65,3,勝利
8210,2020-03-06,2020-03-09,93.6,88.1,-5.88,3,失敗
2020,2020-03-11,2020-03-12,15.9,15.3,-3.77,1,失敗
2345,2020-03-11,2020-03-12,172.5,164.0,-4.93,1,失敗
2414,2020-03-11,2020-03-12,22.7,22.0,-3.08,1,失敗
2536,2020-03-11,2020-03-12,23.2,22.65,-2.37,1,失敗
3005,2020-03-11,2020-03-12,49.95,48.9,-2.1,1,失敗
3006,2020-03-11,2020-03-12,36.0,32.5,-9.72,1,失敗
6415,2020-03-11,2020-03-12,1080.0,1045.0,-3.24,1,失敗
8926,2020-03-11,2020-03-12,33.15,32.0,-3.47,1,失敗
8112,2020-03-16,2020-03-17,31.2,30.1,-3.53,1,失敗
8454,2020-03-20,2020-03-23,323.5,321.0,-0.77,3,失敗
8454,2020-03-24,2020-03-25,331.5,330.0,-0.45,1,失敗
00671R,2020-03-30,2020-03-31,11.71,11.36,-2.99,1,失敗
3545,2020-04-23,2020-04-24,30.9,32.2,4.21,1,勝利
6669,2020-04-23,2020-04-24,674.0,669.0,-0.74,1,失敗
8112,2020-04-28,2020-05-04,34.1,32.8,-3.81,6,失敗
