股票,進場日,出場日,進場價,出場價,報酬率,持有天數,結果
6176,2019-12-16,2019-12-31,119.5,120.0,0.42,11,未達標
8429,2019-12-16,2019-12-31,11.15,11.85,6.28,11,未達標
1312,2019-12-17,2020-01-02,18.4,19.15,4.08,11,未達標
1539,2019-12-17,2020-01-02,20.1,20.3,1.0,11,未達標
2208,2019-12-17,2020-01-02,26.75,27.1,1.31,11,未達標
2929,2019-12-17,2020-01-02,88.7,94.7,6.76,11,未達標
3312,2019-12-17,2020-01-02,16.15,16.4,1.55,11,未達標
5538,2019-12-17,2020-01-02,32.2,31.6,-1.86,11,未達標
8404,2019-12-17,2020-01-02,40.8,44.7,9.56,11,未達標
1459,2019-12-18,2020-01-03,6.95,7.43,6.91,11,未達標
1609,2019-12-18,2020-01-03,10.75,11.5,6.98,11,未達標
2062,2019-12-18,2020-01-03,27.45,28.0,2.0,11,未達標
2465,2019-12-18,2020-01-03,11.1,11.05,-0.45,11,未達標
4155,2019-12-18,2020-01-03,33.2,32.9,-0.9,11,未達標
5007,2019-12-18,2019-12-31,51.2,57.0,11.33,9,勝利
9919,2019-12-18,2020-01-02,10.35,11.7,13.04,10,勝利
00677U,2019-12-19,2019-12-25,2.97,2.8,-5.72,4,失敗
1522,2019-12-19,2020-01-06,29.1,28.3,-2.75,11,未達標
8016,2019-12-20,2020-01-07,173.0,168.0,-2.89,11,未達標
1413,2019-12-23,2020-01-08,9.56,9.35,-2.2,11,未達標
1464,2019-12-23,2020-01-08,26.45,25.95,-1.89,11,未達標
1532,2019-12-23,2020-01-08,31.35,30.0,-4.31,11,未達標
2329,2019-12-23,2020-01-08,15.25,14.75,-3.28,11,未達標
3419,2019-12-23,2020-01-07,18.15,17.2,-5.23,10,失敗
6177,2019-12-24,2020-01-09,28.15,28.05,-0.36,11,未達標
8478,2019-12-24,2020-01-09,44.5,43.6,-2.02,11,未達標
1522,2019-12-25,2020-01-07,29.65,27.9,-5.9,8,失敗
2034,2019-12-25,2020-01-10,25.9,25.85,-0.19,11,未達標
2302,2019-12-25,2020-01-10,7.88,7.96,1.02,11,未達標
2360,2019-12-25,2020-01-09,137.5,153.0,11.27,10,勝利
2455,2019-12-25,2020-01-10,114.5,109.5,-4.37,11,未達標
2547,2019-12-25,2020-01-10,11.5,11.3,-1.74,11,未達標
5534,2019-12-25,2020-01-10,82.0,82.3,0.37,11,未達標
1592,2019-12-26,2020-01-13,16.45,16.65,1.22,11,未達標
1730,2019-12-26,2020-01-13,70.5,71.2,0.99,11,未達標
2010,2019-12-26,2020-01-13,10.2,10.1,-0.98,11,未達標
2059,2019-12-26,2020-01-13,354.0,355.0,0.28,11,未達標
2903,2019-12-26,2020-01-13,25.55,25.2,-1.37,11,未達標
3011,2019-12-26,2020-01-13,6.49,6.68,2.93,11,未達標
1323,2019-12-27,2020-01-14,34.0,33.75,-0.74,11,未達標
2107,2019-12-27,2020-01-14,19.05,19.25,1.05,11,未達標
2412,2019-12-27,2020-01-14,111.5,109.5,-1.79,11,未達標
2461,2019-12-27,2020-01-08,18.9,17.5,-7.41,7,失敗
2543,2019-12-27,2020-01-14,7.46,7.2,-3.49,11,未達標
2617,2019-12-27,2020-01-14,17.8,17.8,0.0,11,未達標
2850,2019-12-27,2020-01-14,38.8,38.75,-0.13,11,未達標
3356,2019-12-27,2020-01-08,30.05,28.3,-5.82,7,失敗
3419,2019-12-27,2020-01-08,18.1,16.8,-7.18,7,失敗
6442,2019-12-27,2020-01-14,37.0,37.85,2.3,11,未達標
8016,2019-12-27,2020-01-10,170.5,161.5,-5.28,9,失敗
3229,2019-12-30,2020-01-15,12.6,13.0,3.17,11,未達標
6674,2019-12-30,2020-01-15,29.2,29.05,-0.51,11,未達標
00632R,2019-12-31,2020-01-16,9.99,9.93,-0.6,11,未達標
00664R,2019-12-31,2020-01-16,11.38,11.31,-0.62,11,未達標
00676R,2019-12-31,2020-01-16,6.17,6.13,-0.65,11,未達標
01010T,2019-12-31,2020-01-16,10.25,10.28,0.29,11,未達標
1101B,2019-12-31,2020-01-16,53.9,53.9,0.0,11,未達標
1730,2019-12-31,2020-01-16,73.2,71.8,-1.91,11,未達標
2239,2019-12-31,2020-01-16,95.9,95.4,-0.52,11,未達標
6283,2019-12-31,2020-01-08,30.9,29.3,-5.18,5,失敗
8070,2019-12-31,2020-01-16,178.5,171.0,-4.2,11,未達標
9919,2019-12-31,2020-01-16,11.05,11.4,3.17,11,未達標
1432,2020-01-02,2020-01-17,6.85,6.89,0.58,11,未達標
1727,2020-01-02,2020-01-17,11.85,11.85,0.0,11,未達標
2489,2020-01-02,2020-01-17,11.0,10.8,-1.82,11,未達標
2845,2020-01-02,2020-01-17,12.0,12.15,1.25,11,未達標
6213,2020-01-02,2020-01-08,136.5,126.0,-7.69,4,失敗
9935,2020-01-02,2020-01-07,41.45,38.8,-6.39,3,失敗
1558,2020-01-03,2020-01-20,133.5,133.0,-0.37,11,未達標
00688L,2020-01-06,2020-01-30,24.77,26.41,6.62,11,未達標
6674,2020-01-06,2020-01-30,29.1,28.35,-2.58,11,未達標
1416,2020-01-07,2020-01-30,13.5,12.65,-6.3,10,失敗
00671R,2020-01-08,2020-02-03,10.87,10.52,-3.22,11,未達標
1463,2020-01-08,2020-02-03,13.15,12.7,-3.42,11,未達標
00673R,2020-01-09,2020-01-30,13.37,15.08,12.79,8,勝利
2618,2020-01-09,2020-01-30,13.8,12.25,-11.23,8,失敗
2903,2020-01-09,2020-01-30,25.55,24.0,-6.07,8,失敗
3443,2020-01-09,2020-02-03,247.0,229.0,-7.29,10,失敗
3545,2020-01-09,2020-01-17,24.85,27.55,10.87,6,勝利
5215,2020-01-09,2020-01-30,63.6,60.3,-5.19,8,失敗
8464,2020-01-09,2020-01-30,275.5,256.5,-6.9,8,失敗
8499,2020-01-09,2020-01-30,106.0,97.2,-8.3,8,失敗
1232,2020-01-10,2020-02-05,121.0,121.5,0.41,11,未達標
2239,2020-01-10,2020-01-30,94.2,87.6,-7.01,7,失敗
2427,2020-01-10,2020-02-05,10.75,10.75,0.0,11,未達標
2493,2020-01-10,2020-02-05,27.9,27.45,-1.61,11,未達標
2542,2020-01-10,2020-02-05,46.25,45.1,-2.49,11,未達標
3037,2020-01-10,2020-01-31,42.4,38.65,-8.84,8,失敗
3550,2020-01-10,2020-01-30,14.6,13.8,-5.48,7,失敗
4551,2020-01-10,2020-02-03,177.5,165.5,-6.76,9,失敗
4725,2020-01-10,2020-01-30,12.35,11.0,-10.93,7,失敗
3296,2020-01-13,2020-02-06,14.75,15.0,1.69,11,未達標
8473,2020-01-13,2020-02-03,49.1,45.35,-7.64,8,失敗
00669R,2020-01-15,2020-02-10,11.3,11.18,-1.06,11,未達標
3058,2020-01-16,2020-02-07,7.07,6.67,-5.66,9,失敗
1413,2020-01-17,2020-01-30,9.35,8.85,-5.35,2,失敗
4526,2020-01-17,2020-02-03,16.95,15.65,-7.67,4,失敗
1720,2020-01-20,2020-02-13,33.75,33.6,-0.44,11,未達標
2059,2020-01-20,2020-02-13,360.0,361.5,0.42,11,未達標
2637,2020-01-20,2020-02-03,29.3,27.8,-5.12,3,失敗
2727,2020-01-20,2020-01-30,78.4,70.6,-9.95,1,失敗
2915,2020-01-20,2020-01-30,72.1,68.0,-5.69,1,失敗
3189,2020-01-20,2020-01-30,50.6,45.55,-9.98,1,失敗
3356,2020-01-20,2020-01-30,28.9,26.05,-9.86,1,失敗
4108,2020-01-20,2020-02-13,17.75,17.05,-3.94,11,未達標
4142,2020-01-20,2020-02-10,25.15,28.25,12.33,8,勝利
8070,2020-01-20,2020-01-30,175.0,163.0,-6.86,1,失敗
00648R,2020-01-30,2020-02-14,10.93,10.49,-4.03,11,未達標
00651R,2020-01-30,2020-02-14,8.42,8.08,-4.04,11,未達標
00669R,2020-01-30,2020-02-14,11.41,11.01,-3.51,11,未達標
00677U,2020-01-30,2020-01-31,2.88,2.72,-5.56,1,失敗
9917,2020-01-31,2020-02-17,88.8,89.3,0.56,11,未達標
2029,2020-02-04,2020-02-19,19.5,19.6,0.51,11,未達標
5471,2020-02-04,2020-02-19,33.6,33.95,1.04,11,未達標
4108,2020-02-05,2020-02-13,18.05,17.05,-5.54,6,失敗
2356,2020-02-07,2020-02-24,23.05,22.95,-0.43,11,未達標
8215,2020-02-11,2020-02-19,18.15,20.35,12.12,6,勝利
00713,2020-02-12,2020-02-27,31.77,31.21,-1.76,11,未達標
1341,2020-02-12,2020-02-27,60.0,58.8,-2.0,11,未達標
2023,2020-02-12,2020-02-27,9.2,9.07,-1.41,11,未達標
2029,2020-02-12,2020-02-27,19.5,19.35,-0.77,11,未達標
2313,2020-02-12,2020-02-26,44.6,41.35,-7.29,10,失敗
2455,2020-02-12,2020-02-17,115.0,107.5,-6.52,3,失敗
2881,2020-02-12,2020-02-27,46.35,44.45,-4.1,11,未達標
2911,2020-02-12,2020-02-27,7.41,7.43,0.27,11,未達標
3454,2020-02-12,2020-02-27,87.1,84.3,-3.21,11,未達標
3528,2020-02-12,2020-02-27,37.8,37.7,-0.26,11,未達標
3711,2020-02-12,2020-02-25,77.5,73.5,-5.16,9,失敗
4564,2020-02-12,2020-02-27,37.05,34.85,-5.94,11,失敗
4725,2020-02-12,2020-02-20,12.0,11.2,-6.67,6,失敗
6213,2020-02-12,2020-02-27,140.0,143.5,2.5,11,未達標
8016,2020-02-12,2020-02-21,166.5,156.0,-6.31,7,失敗
8046,2020-02-12,2020-02-21,47.0,55.8,18.72,7,勝利
0055,2020-02-13,2020-03-02,19.01,18.44,-3.0,11,未達標
00850,2020-02-13,2020-03-02,23.09,21.85,-5.37,11,失敗
1402,2020-02-13,2020-03-02,28.9,28.0,-3.11,11,未達標
1437,2020-02-13,2020-03-02,22.75,22.25,-2.2,11,未達標
1560,2020-02-13,2020-03-02,63.8,60.7,-4.86,11,未達標
1737,2020-02-13,2020-03-02,32.15,31.65,-1.56,11,未達標
2206,2020-02-13,2020-03-02,20.75,20.4,-1.69,11,未達標
2328,2020-02-13,2020-02-27,20.7,19.6,-5.31,10,失敗
2349,2020-02-13,2020-02-25,5.99,5.63,-6.01,8,失敗
2385,2020-02-13,2020-02-26,86.7,81.3,-6.23,9,失敗
2397,2020-02-13,2020-03-02,81.6,78.5,-3.8,11,未達標
2547,2020-02-13,2020-03-02,10.45,10.05,-3.83,11,未達標
2614,2020-02-13,2020-02-18,10.65,12.65,18.78,3,勝利
2618,2020-02-13,2020-02-27,12.7,12.05,-5.12,10,失敗
2887,2020-02-13,2020-03-02,14.45,14.0,-3.11,11,未達標
2903,2020-02-13,2020-03-02,25.1,24.0,-4.38,11,未達標
3044,2020-02-13,2020-02-27,119.0,110.0,-7.56,10,失敗
5388,2020-02-13,2020-03-02,75.7,71.3,-5.81,11,失敗
5876,2020-02-13,2020-03-02,51.6,49.4,-4.26,11,未達標
6024,2020-02-13,2020-03-02,42.85,43.7,1.98,11,未達標
6277,2020-02-13,2020-03-02,85.1,84.1,-1.18,11,未達標
8070,2020-02-13,2020-03-02,165.5,161.0,-2.72,11,未達標
8114,2020-02-13,2020-03-02,102.5,96.0,-6.34,11,失敗
9958,2020-02-13,2020-02-26,68.7,77.0,12.08,9,勝利
2912,2020-02-14,2020-03-03,306.0,295.0,-3.59,11,未達標
4994,2020-02-14,2020-02-27,80.2,74.0,-7.73,9,失敗
6243,2020-02-14,2020-02-26,9.78,9.25,-5.42,8,失敗
8478,2020-02-14,2020-03-02,42.25,40.0,-5.33,10,失敗
00633L,2020-02-17,2020-03-04,44.5,44.11,-0.88,11,未達標
00636,2020-02-17,2020-03-04,21.14,21.2,0.28,11,未達標
00637L,2020-02-17,2020-03-04,17.11,16.97,-0.82,11,未達標
00655L,2020-02-17,2020-03-04,32.36,32.07,-0.9,11,未達標
00693U,2020-02-17,2020-03-04,14.66,14.62,-0.27,11,未達標
2028,2020-02-17,2020-03-04,9.56,9.12,-4.6,11,未達標
2356,2020-02-17,2020-03-04,23.0,23.15,0.65,11,未達標
6698,2020-02-17,2020-02-24,73.6,69.1,-6.11,5,失敗
00677U,2020-02-18,2020-02-24,2.55,2.97,16.47,4,勝利
1310,2020-02-18,2020-03-05,18.65,18.2,-2.41,11,未達標
1463,2020-02-18,2020-03-05,12.75,12.8,0.39,11,未達標
2002,2020-02-18,2020-03-05,23.45,23.3,-0.64,11,未達標
2015,2020-02-18,2020-03-05,53.8,54.0,0.37,11,未達標
2484,2020-02-18,2020-03-05,18.8,18.85,0.27,11,未達標
3591,2020-02-18,2020-02-25,12.2,11.45,-6.15,5,失敗
3712,2020-02-18,2020-02-27,17.1,16.0,-6.43,7,失敗
6456,2020-02-18,2020-03-04,103.0,97.8,-5.05,10,失敗
1304,2020-02-19,2020-03-06,12.45,12.1,-2.81,11,未達標
1305,2020-02-19,2020-03-06,19.35,19.65,1.55,11,未達標
1455,2020-02-19,2020-02-27,7.3,6.92,-5.21,6,失敗
1539,2020-02-19,2020-03-02,19.05,17.8,-6.56,7,失敗
1540,2020-02-19,2020-03-06,18.35,18.1,-1.36,11,未達標
1711,2020-02-19,2020-03-06,15.35,15.0,-2.28,11,未達標
1718,2020-02-19,2020-02-27,7.71,7.27,-5.71,6,失敗
1906,2020-02-19,2020-02-26,13.25,14.7,10.94,5,勝利
2007,2020-02-19,2020-03-06,3.91,4.17,6.65,11,未達標
2102,2020-02-19,2020-03-06,12.0,11.8,-1.67,11,未達標
2302,2020-02-19,2020-03-06,7.2,6.9,-4.17,11,未達標
2399,2020-02-19,2020-02-25,10.95,10.4,-5.02,4,失敗
2415,2020-02-19,2020-03-02,17.65,16.4,-7.08,7,失敗
2603,2020-02-19,2020-03-06,11.95,11.7,-2.09,11,未達標
2607,2020-02-19,2020-03-06,13.85,13.6,-1.81,11,未達標
2613,2020-02-19,2020-03-06,12.85,12.5,-2.72,11,未達標
2841,2020-02-19,2020-03-02,7.62,7.1,-6.82,7,失敗
3013,2020-02-19,2020-03-02,12.4,11.7,-5.65,7,失敗
3694,2020-02-19,2020-02-21,16.25,18.2,12.0,2,勝利
4426,2020-02-19,2020-02-27,40.4,37.85,-6.31,6,失敗
4930,2020-02-19,2020-03-06,10.4,10.25,-1.44,11,未達標
5531,2020-02-19,2020-02-27,9.56,9.04,-5.44,6,失敗
6215,2020-02-19,2020-03-06,14.0,14.15,1.07,11,未達標
8201,2020-02-19,2020-03-06,9.28,9.17,-1.19,11,未達標
8367,2020-02-19,2020-03-06,25.8,25.1,-2.71,11,未達標
00652,2020-02-20,2020-03-02,23.79,22.11,-7.06,6,失敗
00653L,2020-02-20,2020-02-26,29.48,27.64,-6.24,4,失敗
1104,2020-02-20,2020-03-09,18.1,17.25,-4.7,11,未達標
1309,2020-02-20,2020-03-09,9.66,9.35,-3.21,11,未達標
1447,2020-02-20,2020-03-02,6.74,6.39,-5.19,6,失敗
1582,2020-02-20,2020-03-09,88.6,83.2,-6.09,11,失敗
1733,2020-02-20,2020-03-09,25.2,26.2,3.97,11,未達標
2103,2020-02-20,2020-03-02,22.3,21.15,-5.16,6,失敗
2107,2020-02-20,2020-03-09,18.55,17.7,-4.58,11,未達標
2344,2020-02-20,2020-02-27,17.15,16.0,-6.71,5,失敗
2401,2020-02-20,2020-02-27,11.95,11.0,-7.95,5,失敗
2402,2020-02-20,2020-03-02,15.3,14.35,-6.21,6,失敗
2405,2020-02-20,2020-02-26,10.9,10.35,-5.05,4,失敗
2476,2020-02-20,2020-03-09,22.35,21.2,-5.15,11,失敗
2488,2020-02-20,2020-03-09,30.35,30.7,1.15,11,未達標
2509,2020-02-20,2020-02-24,22.7,21.5,-5.29,2,失敗
2520,2020-02-20,2020-02-25,27.6,25.9,-6.16,3,失敗
2538,2020-02-20,2020-03-04,11.7,11.1,-5.13,8,失敗
2630,2020-02-20,2020-03-09,18.0,17.05,-5.28,11,失敗
2908,2020-02-20,2020-03-09,20.35,19.9,-2.21,11,未達標
3057,2020-02-20,2020-03-09,6.39,5.99,-6.26,11,失敗
3305,2020-02-20,2020-03-02,22.95,21.75,-5.23,6,失敗
3605,2020-02-20,2020-02-27,27.4,25.2,-8.03,5,失敗
4137,2020-02-20,2020-02-27,198.0,186.5,-5.81,5,失敗
4164,2020-02-20,2020-03-09,36.95,37.5,1.49,11,未達標
4190,2020-02-20,2020-03-09,92.6,87.3,-5.72,11,失敗
4439,2020-02-20,2020-02-25,163.0,154.5,-5.21,3,失敗
5706,2020-02-20,2020-03-04,36.4,34.1,-6.32,8,失敗
6128,2020-02-20,2020-03-09,29.65,28.35,-4.38,11,未達標
6558,2020-02-20,2020-02-27,58.7,53.4,-9.03,5,失敗
6605,2020-02-20,2020-02-27,55.6,52.6,-5.4,5,失敗
9914,2020-02-20,2020-02-26,166.0,156.5,-5.72,4,失敗
9924,2020-02-20,2020-03-09,41.85,39.8,-4.9,11,未達標
9955,2020-02-20,2020-03-09,18.95,19.1,0.79,11,未達標
1525,2020-02-21,2020-03-09,50.0,47.0,-6.0,10,失敗
1537,2020-02-21,2020-03-10,150.0,144.5,-3.67,11,未達標
2324,2020-02-21,2020-03-10,18.45,17.9,-2.98,11,未達標
2489,2020-02-21,2020-02-27,9.73,9.23,-5.14,4,失敗
2929,2020-02-21,2020-03-09,77.9,72.2,-7.32,10,失敗
3494,2020-02-21,2020-03-10,4.44,4.16,-6.31,11,失敗
6491,2020-02-21,2020-03-02,150.0,137.0,-8.67,5,失敗
6674,2020-02-21,2020-02-27,27.65,26.1,-5.61,4,失敗
8467,2020-02-21,2020-03-02,53.4,49.95,-6.46,5,失敗
6579,2020-02-25,2020-03-12,70.6,66.5,-5.81,11,失敗
1531,2020-02-26,2020-03-09,14.35,13.2,-8.01,7,失敗
1605,2020-02-26,2020-03-11,14.2,13.1,-7.75,9,失敗
2516,2020-02-26,2020-03-12,5.68,5.06,-10.92,10,失敗
3027,2020-02-26,2020-03-12,8.01,7.3,-8.86,10,失敗
5533,2020-02-26,2020-03-13,15.8,14.2,-10.13,11,失敗
8367,2020-02-26,2020-03-09,25.4,24.1,-5.12,7,失敗
2107,2020-02-27,2020-03-10,18.5,17.55,-5.14,7,失敗
1605,2020-03-02,2020-03-11,14.05,13.1,-6.76,7,失敗
00701,2020-03-03,2020-03-12,21.36,19.99,-6.41,7,失敗
1220,2020-03-03,2020-03-13,10.45,9.8,-6.22,8,失敗
2354,2020-03-03,2020-03-12,59.2,55.2,-6.76,7,失敗
2368,2020-03-03,2020-03-06,17.05,20.1,17.89,3,勝利
2421,2020-03-03,2020-03-09,41.4,38.8,-6.28,4,失敗
2436,2020-03-03,2020-03-06,22.4,24.85,10.94,3,勝利
3059,2020-03-03,2020-03-11,20.65,19.6,-5.08,6,失敗
3432,2020-03-03,2020-03-11,12.0,11.3,-5.83,6,失敗
3712,2020-03-03,2020-03-09,16.4,15.35,-6.4,4,失敗
4137,2020-03-03,2020-03-09,189.0,173.0,-8.47,4,失敗
5340,2020-03-03,2020-03-09,40.9,37.3,-8.8,4,失敗
6525,2020-03-03,2020-03-12,58.2,51.6,-11.34,7,失敗
6535,2020-03-03,2020-03-11,33.15,31.3,-5.58,6,失敗
8021,2020-03-03,2020-03-09,20.75,19.65,-5.3,4,失敗
8150,2020-03-03,2020-03-12,30.0,28.1,-6.33,7,失敗
1341,2020-03-04,2020-03-13,59.7,56.5,-5.36,7,失敗
2483,2020-03-04,2020-03-13,20.0,18.35,-8.25,7,失敗
2603,2020-03-04,2020-03-13,11.55,10.45,-9.52,7,失敗
4160,2020-03-04,2020-03-05,30.0,28.5,-5.0,1,失敗
4999,2020-03-04,2020-03-12,39.35,36.05,-8.39,6,失敗
1337,2020-03-05,2020-03-10,5.08,4.48,-11.81,3,失敗
1723,2020-03-05,2020-03-10,117.5,110.0,-6.38,3,失敗
1808,2020-03-05,2020-03-13,59.7,53.3,-10.72,6,失敗
2520,2020-03-05,2020-03-09,26.25,24.3,-7.43,2,失敗
3128,2020-03-05,2020-03-06,13.4,12.6,-5.97,1,失敗
5519,2020-03-05,2020-03-10,14.15,13.4,-5.3,3,失敗
5525,2020-03-05,2020-03-13,20.75,18.5,-10.84,6,失敗
6265,2020-03-05,2020-03-12,6.84,6.35,-7.16,5,失敗
6442,2020-03-06,2020-03-17,37.2,35.0,-5.91,7,失敗
6496,2020-03-06,2020-03-12,35.6,32.2,-9.55,4,失敗
1612,2020-03-10,2020-03-13,10.3,9.39,-8.83,3,失敗
2314,2020-03-10,2020-03-12,21.25,18.7,-12.0,2,失敗
2439,2020-03-10,2020-03-12,142.0,128.5,-9.51,2,失敗
5007,2020-03-10,2020-03-16,50.0,46.95,-6.1,4,失敗
2383,2020-03-11,2020-03-12,125.5,115.5,-7.97,1,失敗
2387,2020-03-11,2020-03-12,35.45,32.5,-8.32,1,失敗
3615,2020-03-11,2020-03-12,13.85,13.1,-5.42,1,失敗
6573,2020-03-11,2020-03-13,20.2,18.1,-10.4,2,失敗
9924,2020-03-11,2020-03-13,40.8,38.7,-5.15,2,失敗
2545,2020-03-12,2020-03-16,33.0,30.3,-8.18,2,失敗
3642,2020-03-13,2020-03-16,17.9,16.85,-5.87,1,失敗
00689R,2020-03-19,2020-03-23,14.67,13.46,-8.25,2,失敗
2425,2020-03-24,2020-04-10,25.5,26.95,5.69,11,未達標
2524,2020-03-24,2020-04-10,29.65,30.75,3.71,11,未達標
2539,2020-03-24,2020-04-10,30.5,33.0,8.2,11,未達標
00645,2020-03-25,2020-04-13,18.11,18.59,2.65,11,未達標
2028,2020-03-25,2020-04-13,9.1,9.45,3.85,11,未達標
4306,2020-03-26,2020-04-14,9.83,10.05,2.24,11,未達標
2390,2020-03-27,2020-04-01,7.38,7.0,-5.15,3,失敗
3176,2020-03-27,2020-04-01,50.6,47.8,-5.53,3,失敗
3325,2020-03-30,2020-04-15,9.44,10.45,10.7,10,勝利
4568,2020-03-30,2020-04-16,45.5,50.9,11.87,11,勝利
1310,2020-03-31,2020-04-10,13.7,15.35,12.04,6,勝利
1436,2020-03-31,2020-04-17,36.4,38.0,4.4,11,未達標
3287,2020-03-31,2020-04-07,6.15,6.86,11.54,3,勝利
5203,2020-03-31,2020-04-16,101.0,112.5,11.39,10,勝利
6499,2020-03-31,2020-04-17,43.15,46.4,7.53,11,未達標
1216,2020-04-01,2020-04-20,65.1,67.8,4.15,11,未達標
1616,2020-04-01,2020-04-13,3.7,4.12,11.35,6,勝利
1708,2020-04-01,2020-04-20,21.65,23.05,6.47,11,未達標
1789,2020-04-01,2020-04-20,27.0,29.4,8.89,11,未達標
2038,2020-04-01,2020-04-20,5.15,5.53,7.38,11,未達標
2049,2020-04-01,2020-04-07,202.5,224.0,10.62,2,勝利
2450,2020-04-01,2020-04-20,26.4,28.75,8.9,11,未達標
2498,2020-04-01,2020-04-20,28.9,30.05,3.98,11,未達標
2637,2020-04-01,2020-04-15,21.9,24.1,10.05,8,勝利
2867,2020-04-01,2020-04-15,8.66,9.59,10.74,8,勝利
2881A,2020-04-01,2020-04-20,62.2,63.8,2.57,11,未達標
3057,2020-04-01,2020-04-07,4.31,4.82,11.83,2,勝利
3058,2020-04-01,2020-04-10,5.25,5.79,10.29,5,勝利
3294,2020-04-01,2020-04-15,11.3,12.55,11.06,8,勝利
3450,2020-04-01,2020-04-13,60.7,67.8,11.7,6,勝利
3481,2020-04-01,2020-04-20,5.75,6.27,9.04,11,未達標
3504,2020-04-01,2020-04-07,45.7,51.8,13.35,2,勝利
3530,2020-04-01,2020-04-07,77.8,86.8,11.57,2,勝利
3646,2020-04-01,2020-04-20,13.05,14.35,9.96,11,未達標
3666,2020-04-01,2020-04-07,12.65,14.2,12.25,2,勝利
3685,2020-04-01,2020-04-15,15.85,18.05,13.88,8,勝利
4188,2020-04-01,2020-04-14,13.0,15.0,15.38,7,勝利
4523,2020-04-01,2020-04-20,18.35,18.95,3.27,11,未達標
4528,2020-04-01,2020-04-09,32.05,36.1,12.64,4,勝利
4532,2020-04-01,2020-04-15,15.25,16.85,10.49,8,勝利
4554,2020-04-01,2020-04-08,12.95,14.45,11.58,3,勝利
4763,2020-04-01,2020-04-20,96.5,106.0,9.84,11,未達標
4979,2020-04-01,2020-04-08,12.3,14.45,17.48,3,勝利
5309,2020-04-01,2020-04-07,11.85,14.3,20.68,2,勝利
5371,2020-04-01,2020-04-20,28.7,31.5,9.76,11,未達標
5403,2020-04-01,2020-04-20,41.0,43.85,6.95,11,未達標
6146,2020-04-01,2020-04-16,165.0,183.0,10.91,9,勝利
6202,2020-04-01,2020-04-20,61.0,67.4,10.49,11,勝利
6243,2020-04-01,2020-04-09,6.08,7.29,19.9,4,勝利
6560,2020-04-01,2020-04-20,26.5,28.95,9.25,11,未達標
6569,2020-04-01,2020-04-20,164.5,170.5,3.65,11,未達標
6603,2020-04-01,2020-04-20,8.6,9.24,7.44,11,未達標
6690,2020-04-01,2020-04-06,115.0,126.5,10.0,1,勝利
8403,2020-04-01,2020-04-20,29.3,32.3,10.24,11,勝利
8440,2020-04-01,2020-04-20,11.7,12.15,3.85,11,未達標
0061,2020-04-06,2020-04-21,16.84,16.88,0.24,11,未達標
006207,2020-04-06,2020-04-21,21.83,21.98,0.69,11,未達標
00639,2020-04-06,2020-04-21,10.7,10.7,0.0,11,未達標
00739,2020-04-06,2020-04-21,19.9,20.16,1.31,11,未達標
1336,2020-04-06,2020-04-21,13.65,14.7,7.69,11,未達標
1906,2020-04-06,2020-04-21,11.2,11.5,2.68,11,未達標
2002,2020-04-06,2020-04-21,19.25,19.1,-0.78,11,未達標
2448,2020-04-06,2020-04-17,28.55,32.6,14.19,9,勝利
2641,2020-04-06,2020-04-14,5.05,5.59,10.69,6,勝利
3014,2020-04-06,2020-04-14,40.7,44.9,10.32,6,勝利
3094,2020-04-06,2020-04-21,15.7,16.0,1.91,11,未達標
3167,2020-04-06,2020-04-14,33.3,37.0,11.11,6,勝利
3226,2020-04-06,2020-04-21,48.45,49.55,2.27,11,未達標
3260,2020-04-06,2020-04-09,46.6,51.5,10.52,3,勝利
3416,2020-04-06,2020-04-21,50.4,51.6,2.38,11,未達標
3454,2020-04-06,2020-04-14,63.9,70.5,10.33,6,勝利
4128,2020-04-06,2020-04-15,12.8,15.15,18.36,7,勝利
4167,2020-04-06,2020-04-21,23.4,22.9,-2.14,11,未達標
4513,2020-04-06,2020-04-21,6.31,6.38,1.11,11,未達標
4526,2020-04-06,2020-04-08,10.8,12.1,12.04,2,勝利
5251,2020-04-06,2020-04-14,8.28,9.9,19.57,6,勝利
5487,2020-04-06,2020-04-21,28.15,29.4,4.44,11,未達標
5536,2020-04-06,2020-04-21,175.5,187.5,6.84,11,未達標
6164,2020-04-06,2020-04-15,4.9,5.54,13.06,7,勝利
6576,2020-04-06,2020-04-16,39.6,44.85,13.26,8,勝利
8024,2020-04-06,2020-04-14,7.17,8.47,18.13,6,勝利
8478,2020-04-06,2020-04-09,26.5,30.9,16.6,3,勝利
1584,2020-04-07,2020-04-22,7.34,7.69,4.77,11,未達標
1589,2020-04-07,2020-04-16,51.2,57.0,11.33,7,勝利
1721,2020-04-07,2020-04-15,8.55,9.59,12.16,6,勝利
2023,2020-04-07,2020-04-09,7.78,8.61,10.67,2,勝利
2029,2020-04-07,2020-04-22,15.0,15.2,1.33,11,未達標
2109,2020-04-07,2020-04-22,11.0,11.0,0.0,11,未達標
2206,2020-04-07,2020-04-22,19.4,19.2,-1.03,11,未達標
2230,2020-04-07,2020-04-15,8.57,9.47,10.5,6,勝利
2451,2020-04-07,2020-04-22,68.7,68.5,-0.29,11,未達標
2462,2020-04-07,2020-04-22,24.55,25.1,2.24,11,未達標
2603,2020-04-07,2020-04-09,9.26,10.25,10.69,2,勝利
2614,2020-04-07,2020-04-13,10.45,11.85,13.4,4,勝利
