股票,進場日,出場日,進場價,出場價,報酬率,持有天數,結果
2939,2019-01-22,2019-02-15,100.5,100.5,0.0,11,未達標
6289,2019-01-22,2019-02-11,1.22,1.37,12.3,7,勝利
6579,2019-01-22,2019-02-15,73.1,78.0,6.7,11,未達標
8039,2019-01-22,2019-02-15,35.65,36.4,2.1,11,未達標
4566,2019-01-23,2019-01-28,45.0,42.5,-5.56,3,失敗
1449,2019-01-24,2019-02-19,4.9,4.9,0.0,11,未達標
2007,2019-01-24,2019-02-19,5.65,5.44,-3.72,11,未達標
6271,2019-01-24,2019-02-19,108.0,105.5,-2.31,11,未達標
2008,2019-01-25,2019-02-20,12.35,12.8,3.64,11,未達標
2015,2019-01-25,2019-02-20,58.2,59.1,1.55,11,未達標
2328,2019-01-25,2019-02-20,19.1,20.7,8.38,11,未達標
2329,2019-01-25,2019-02-12,12.25,13.6,11.02,5,勝利
4930,2019-01-25,2019-02-20,10.8,11.65,7.87,11,未達標
6405,2019-01-25,2019-02-20,14.65,14.4,-1.71,11,未達標
1442,2019-01-28,2019-02-21,15.3,15.45,0.98,11,未達標
2617,2019-01-28,2019-02-21,17.7,17.95,1.41,11,未達標
2881,2019-01-28,2019-02-21,44.6,45.1,1.12,11,未達標
4306,2019-01-28,2019-02-21,13.45,13.9,3.35,11,未達標
5243,2019-01-28,2019-02-21,29.6,31.6,6.76,11,未達標
6416,2019-01-28,2019-02-21,92.0,90.6,-1.52,11,未達標
2008,2019-01-29,2019-02-22,12.35,12.6,2.02,11,未達標
2495,2019-01-29,2019-02-22,11.5,11.8,2.61,11,未達標
2739,2019-01-29,2019-02-22,29.45,28.95,-1.7,11,未達標
1506,2019-01-30,2019-02-19,21.45,20.15,-6.06,7,失敗
2024,2019-01-30,2019-02-25,9.49,9.89,4.21,11,未達標
2397,2019-01-30,2019-02-21,63.5,70.2,10.55,9,勝利
2882A,2019-01-30,2019-02-25,63.5,64.0,0.79,11,未達標
2415,2019-02-11,2019-02-26,24.5,24.1,-1.63,11,未達標
1459,2019-02-12,2019-02-27,8.02,8.11,1.12,11,未達標
2206,2019-02-12,2019-02-27,20.0,20.35,1.75,11,未達標
2349,2019-02-12,2019-02-27,11.05,11.1,0.45,11,未達標
2373,2019-02-12,2019-02-27,91.4,92.1,0.77,11,未達標
2399,2019-02-12,2019-02-27,9.73,10.4,6.89,11,未達標
2506,2019-02-12,2019-02-27,11.35,11.45,0.88,11,未達標
3164,2019-02-12,2019-02-27,26.6,25.75,-3.2,11,未達標
3535,2019-02-12,2019-02-27,16.6,17.5,5.42,11,未達標
6505,2019-02-12,2019-02-27,109.0,116.5,6.88,11,未達標
6226,2019-02-13,2019-03-04,8.68,8.83,1.73,11,未達標
1718,2019-02-14,2019-03-05,9.87,9.99,1.22,11,未達標
2204,2019-02-14,2019-03-05,23.8,24.4,2.52,11,未達標
2243,2019-02-14,2019-03-05,18.0,17.55,-2.5,11,未達標
00654R,2019-02-15,2019-03-06,14.82,14.22,-4.05,11,未達標
2609,2019-02-18,2019-03-07,8.86,8.99,1.47,11,未達標
8072,2019-02-18,2019-03-07,22.9,22.2,-3.06,11,未達標
2008,2019-02-19,2019-03-08,12.4,12.4,0.0,11,未達標
2206,2019-02-19,2019-03-08,19.95,20.1,0.75,11,未達標
6285,2019-02-19,2019-03-08,77.2,78.2,1.3,11,未達標
1436,2019-02-20,2019-03-11,36.75,37.0,0.68,11,未達標
2461,2019-02-21,2019-03-12,13.05,13.3,1.92,11,未達標
1201,2019-02-25,2019-03-14,22.05,23.9,8.39,11,未達標
4904,2019-02-25,2019-03-14,72.1,71.5,-0.83,11,未達標
2477,2019-02-26,2019-03-15,19.6,19.15,-2.3,11,未達標
6666,2019-02-27,2019-03-18,172.0,184.0,6.98,11,未達標
2363,2019-03-06,2019-03-15,8.93,8.31,-6.94,7,失敗
6235,2019-03-06,2019-03-21,17.45,18.25,4.58,11,未達標
00677U,2019-03-07,2019-03-15,6.32,5.99,-5.22,6,失敗
2243,2019-03-08,2019-03-12,19.25,22.8,18.44,2,勝利
6605,2019-03-08,2019-03-25,68.6,68.3,-0.44,11,未達標
1436,2019-03-11,2019-03-26,37.0,42.0,13.51,11,勝利
6666,2019-03-11,2019-03-26,169.0,196.5,16.27,11,勝利
9902,2019-03-11,2019-03-26,9.34,9.6,2.78,11,未達標
2017,2019-03-12,2019-03-27,8.15,8.05,-1.23,11,未達標
2882,2019-03-12,2019-03-27,45.0,44.5,-1.11,11,未達標
4904,2019-03-13,2019-03-28,72.0,73.7,2.36,11,未達標
1460,2019-03-14,2019-03-29,11.6,11.4,-1.72,11,未達標
2739,2019-03-14,2019-03-29,28.95,29.3,1.21,11,未達標
2509,2019-03-15,2019-04-01,27.7,29.0,4.69,11,未達標
4562,2019-03-15,2019-04-01,34.95,35.15,0.57,11,未達標
1447,2019-03-18,2019-04-02,7.87,7.75,-1.52,11,未達標
2614,2019-03-18,2019-04-02,12.95,13.0,0.39,11,未達標
3481,2019-03-18,2019-04-02,10.1,10.1,0.0,11,未達標
6666,2019-03-18,2019-03-27,184.0,204.0,10.87,7,勝利
2425,2019-03-19,2019-04-03,33.0,32.7,-0.91,11,未達標
3266,2019-03-20,2019-04-08,11.3,11.45,1.33,11,未達標
4720,2019-03-20,2019-04-08,13.6,13.45,-1.1,11,未達標
00738U,2019-03-21,2019-04-09,18.18,17.83,-1.93,11,未達標
2364,2019-03-21,2019-03-28,3.64,3.44,-5.49,5,失敗
00693U,2019-03-22,2019-04-10,16.41,16.21,-1.22,11,未達標
1721,2019-03-22,2019-04-03,9.8,9.28,-5.31,8,失敗
3481,2019-03-22,2019-04-10,10.1,10.1,0.0,11,未達標
2007,2019-03-26,2019-04-12,5.3,5.05,-4.72,11,未達標
2614,2019-03-26,2019-04-12,13.45,12.9,-4.09,11,未達標
3383,2019-03-26,2019-04-01,1.33,1.25,-6.02,4,失敗
6230,2019-03-26,2019-04-09,127.5,141.0,10.59,8,勝利
6573,2019-03-27,2019-04-08,26.65,25.3,-5.07,6,失敗
8478,2019-03-27,2019-04-15,42.3,41.5,-1.89,11,未達標
1312,2019-03-28,2019-04-16,23.95,24.15,0.84,11,未達標
2474,2019-03-28,2019-04-10,232.0,256.0,10.34,7,勝利
2538,2019-03-28,2019-04-16,11.95,11.85,-0.84,11,未達標
2702,2019-03-28,2019-04-16,21.8,21.25,-2.52,11,未達標
1587,2019-03-29,2019-04-17,18.55,20.0,7.82,11,未達標
5269,2019-03-29,2019-04-17,565.0,553.0,-2.12,11,未達標
1708,2019-04-01,2019-04-18,25.95,26.0,0.19,11,未達標
2236,2019-04-01,2019-04-11,29.2,34.95,19.69,6,勝利
3481,2019-04-01,2019-04-18,10.15,10.05,-0.99,11,未達標
2365,2019-04-02,2019-04-19,9.29,9.19,-1.08,11,未達標
8104,2019-04-02,2019-04-19,71.8,75.5,5.15,11,未達標
9905,2019-04-02,2019-04-19,25.1,25.2,0.4,11,未達標
9940,2019-04-02,2019-04-19,31.35,31.4,0.16,11,未達標
3022,2019-04-03,2019-04-22,34.0,34.05,0.15,11,未達標
3593,2019-04-03,2019-04-09,7.74,8.85,14.34,2,勝利
00654R,2019-04-08,2019-04-23,13.62,13.67,0.37,11,未達標
1533,2019-04-08,2019-04-23,36.8,39.5,7.34,11,未達標
2614,2019-04-09,2019-04-22,13.05,12.3,-5.75,9,失敗
2913,2019-04-09,2019-04-24,15.8,15.55,-1.58,11,未達標
8367,2019-04-09,2019-04-24,23.75,23.05,-2.95,11,未達標
8940,2019-04-09,2019-04-24,12.1,11.95,-1.24,11,未達標
911868,2019-04-09,2019-04-24,1.24,1.21,-2.42,11,未達標
9907,2019-04-09,2019-04-24,13.0,12.55,-3.46,11,未達標
2607,2019-04-10,2019-04-25,13.55,13.9,2.58,11,未達標
6152,2019-04-12,2019-04-25,4.61,5.39,16.92,9,勝利
2421,2019-04-15,2019-04-26,39.15,37.1,-5.24,9,失敗
2486,2019-04-15,2019-04-30,9.33,9.06,-2.89,11,未達標
8104,2019-04-15,2019-04-30,74.0,71.4,-3.51,11,未達標
1608,2019-04-16,2019-05-02,9.7,9.4,-3.09,11,未達標
1709,2019-04-16,2019-05-02,14.2,14.15,-0.35,11,未達標
2103,2019-04-16,2019-05-02,28.3,28.55,0.88,11,未達標
3698,2019-04-16,2019-05-02,17.0,17.15,0.88,11,未達標
6415,2019-04-16,2019-05-02,492.5,511.0,3.76,11,未達標
1203,2019-04-17,2019-05-03,26.1,25.7,-1.53,11,未達標
1442,2019-04-17,2019-05-03,15.65,16.25,3.83,11,未達標
1445,2019-04-17,2019-05-03,7.79,7.63,-2.05,11,未達標
1459,2019-04-17,2019-05-03,8.03,7.96,-0.87,11,未達標
1474,2019-04-17,2019-05-03,10.7,10.3,-3.74,11,未達標
8478,2019-04-17,2019-05-03,42.3,41.3,-2.36,11,未達標
00648R,2019-04-18,2019-05-06,12.55,12.53,-0.16,11,未達標
00671R,2019-04-18,2019-05-06,12.72,12.68,-0.31,11,未達標
2239,2019-04-18,2019-05-06,125.0,117.5,-6.0,11,失敗
1445,2019-04-19,2019-05-07,7.83,7.61,-2.81,11,未達標
3432,2019-04-19,2019-05-07,15.55,16.35,5.14,11,未達標
6165,2019-04-19,2019-05-07,8.26,8.15,-1.33,11,未達標
2530,2019-04-22,2019-05-08,17.1,16.25,-4.97,11,未達標
2852,2019-04-22,2019-05-08,14.45,15.3,5.88,11,未達標
2897A,2019-04-22,2019-05-08,10.4,10.4,0.0,11,未達標
3579,2019-04-22,2019-04-24,2.4,2.72,13.33,2,勝利
1304,2019-04-23,2019-05-09,11.95,11.75,-1.67,11,未達標
1474,2019-04-23,2019-05-09,10.65,10.3,-3.29,11,未達標
1723,2019-04-23,2019-05-09,136.0,133.5,-1.84,11,未達標
4552,2019-04-23,2019-05-09,58.4,51.4,-11.99,11,失敗
4930,2019-04-23,2019-05-09,12.15,11.55,-4.94,11,未達標
00686R,2019-04-24,2019-05-10,7.79,7.97,2.31,11,未達標
00729R,2019-04-24,2019-05-10,18.08,18.61,2.93,11,未達標
1468,2019-04-24,2019-05-10,9.98,9.64,-3.41,11,未達標
2104,2019-04-25,2019-05-13,42.0,39.45,-6.07,11,失敗
3060,2019-04-25,2019-05-06,16.6,15.6,-6.02,6,失敗
00632R,2019-04-26,2019-05-14,11.67,12.08,3.51,11,未達標
00659R,2019-04-26,2019-05-14,12.13,12.81,5.61,11,未達標
00664R,2019-04-26,2019-05-14,13.25,13.71,3.47,11,未達標
00671R,2019-04-26,2019-05-14,12.51,13.2,5.52,11,未達標
00673R,2019-04-26,2019-05-14,13.72,14.45,5.32,11,未達標
00676R,2019-04-26,2019-05-14,7.17,7.41,3.35,11,未達標
2816,2019-04-26,2019-05-14,19.75,19.65,-0.51,11,未達標
2908,2019-04-26,2019-05-14,21.6,21.0,-2.78,11,未達標
00738U,2019-04-29,2019-05-15,17.5,17.19,-1.77,11,未達標
1541,2019-04-29,2019-05-13,29.6,26.9,-9.12,9,失敗
2881,2019-04-29,2019-05-14,45.7,43.15,-5.58,10,失敗
8463,2019-04-29,2019-05-15,26.4,25.3,-4.17,11,未達標
1339,2019-04-30,2019-05-16,35.3,35.75,1.27,11,未達標
1906,2019-04-30,2019-05-09,15.7,14.75,-6.05,6,失敗
1909,2019-04-30,2019-05-06,18.1,16.75,-7.46,3,失敗
2393,2019-04-30,2019-05-09,30.9,28.7,-7.12,6,失敗
2912,2019-04-30,2019-05-16,288.0,298.5,3.65,11,未達標
4148,2019-04-30,2019-05-08,57.3,53.7,-6.28,5,失敗
9945,2019-04-30,2019-05-09,42.4,39.9,-5.9,6,失敗
1592,2019-05-02,2019-05-08,26.2,24.65,-5.92,4,失敗
2108,2019-05-02,2019-05-17,34.0,34.7,2.06,11,未達標
2515,2019-05-02,2019-05-17,7.83,8.08,3.19,11,未達標
2536,2019-05-02,2019-05-17,19.4,19.4,0.0,11,未達標
2905,2019-05-02,2019-05-17,17.5,16.95,-3.14,11,未達標
2911,2019-05-02,2019-05-13,8.89,8.4,-5.51,7,失敗
1217,2019-05-03,2019-05-20,7.11,6.92,-2.67,11,未達標
1323,2019-05-03,2019-05-17,36.4,34.35,-5.63,10,失敗
1423,2019-05-03,2019-05-20,10.05,10.0,-0.5,11,未達標
9105,2019-05-03,2019-05-20,2.44,2.36,-3.28,11,未達標
00678,2019-05-07,2019-05-22,22.08,21.74,-1.54,11,未達標
1416,2019-05-07,2019-05-22,14.9,14.75,-1.01,11,未達標
2007,2019-05-07,2019-05-22,5.0,4.84,-3.2,11,未達標
2351,2019-05-08,2019-05-13,69.4,65.5,-5.62,3,失敗
5534,2019-05-08,2019-05-23,87.0,86.7,-0.34,11,未達標
2642,2019-05-09,2019-05-24,22.7,22.75,0.22,11,未達標
6005,2019-05-09,2019-05-24,9.35,9.22,-1.39,11,未達標
1616,2019-05-10,2019-05-27,4.55,4.54,-0.22,11,未達標
2816,2019-05-10,2019-05-27,19.8,20.1,1.52,11,未達標
911868,2019-05-10,2019-05-27,1.23,1.17,-4.88,11,未達標
9912,2019-05-10,2019-05-27,9.1,8.97,-1.43,11,未達標
1519,2019-05-13,2019-05-28,21.65,23.4,8.08,11,未達標
3703,2019-05-13,2019-05-27,15.7,17.85,13.69,10,勝利
8940,2019-05-13,2019-05-28,12.5,12.6,0.8,11,未達標
2399,2019-05-14,2019-05-28,10.05,11.4,13.43,10,勝利
9944,2019-05-14,2019-05-29,16.0,16.15,0.94,11,未達標
01010T,2019-05-15,2019-05-30,10.0,10.0,0.0,11,未達標
1459,2019-05-15,2019-05-30,7.7,7.59,-1.43,11,未達標
1468,2019-05-15,2019-05-30,9.85,10.2,3.55,11,未達標
1809,2019-05-15,2019-05-22,10.2,12.3,20.59,5,勝利
2901,2019-05-15,2019-05-30,24.0,23.95,-0.21,11,未達標
1515,2019-05-16,2019-05-24,74.7,83.0,11.11,6,勝利
911868,2019-05-16,2019-05-17,1.28,1.21,-5.47,1,失敗
1110,2019-05-17,2019-06-03,16.25,16.15,-0.62,11,未達標
2706,2019-05-17,2019-06-03,14.4,14.4,0.0,11,未達標
5533,2019-05-17,2019-06-03,16.25,16.0,-1.54,11,未達標
1459,2019-05-20,2019-06-04,7.7,7.52,-2.34,11,未達標
9908,2019-05-20,2019-06-04,29.25,29.05,-0.68,11,未達標
2023,2019-05-21,2019-06-05,9.38,9.26,-1.28,11,未達標
2616,2019-05-21,2019-06-05,30.05,29.95,-0.33,11,未達標
2701,2019-05-21,2019-06-05,12.85,12.75,-0.78,11,未達標
3454,2019-05-21,2019-05-27,119.0,132.0,10.92,4,勝利
4536,2019-05-21,2019-06-04,146.5,138.5,-5.46,10,失敗
4562,2019-05-21,2019-06-05,34.25,34.0,-0.73,11,未達標
5531,2019-05-21,2019-05-28,10.2,9.65,-5.39,5,失敗
2374,2019-05-22,2019-06-06,14.5,14.4,-0.69,11,未達標
2428,2019-05-22,2019-06-06,81.5,77.6,-4.79,11,未達標
2516,2019-05-22,2019-06-06,6.08,6.09,0.16,11,未達標
2538,2019-05-22,2019-06-06,11.75,12.0,2.13,11,未達標
2731,2019-05-22,2019-06-06,85.3,84.5,-0.94,11,未達標
2905,2019-05-22,2019-06-06,17.15,17.75,3.5,11,未達標
00783,2019-05-23,2019-06-10,17.8,17.21,-3.31,11,未達標
1711,2019-05-23,2019-06-10,16.7,17.0,1.8,11,未達標
1714,2019-05-23,2019-06-05,6.87,7.59,10.48,9,勝利
2401,2019-05-23,2019-06-10,12.2,11.95,-2.05,11,未達標
2395,2019-05-24,2019-06-11,253.0,258.0,1.98,11,未達標
2939,2019-05-24,2019-06-11,101.0,104.0,2.97,11,未達標
3022,2019-05-24,2019-06-11,32.95,32.8,-0.46,11,未達標
4306,2019-05-24,2019-06-11,12.9,13.25,2.71,11,未達標
1618,2019-05-27,2019-06-12,8.47,8.46,-0.12,11,未達標
1905,2019-05-27,2019-06-12,9.65,9.53,-1.24,11,未達標
2481,2019-05-27,2019-06-12,24.55,25.0,1.83,11,未達標
2542,2019-05-27,2019-06-12,49.2,48.75,-0.91,11,未達標
2731,2019-05-27,2019-06-12,86.0,84.6,-1.63,11,未達標
3266,2019-05-27,2019-06-12,11.05,11.1,0.45,11,未達標
6005,2019-05-27,2019-06-12,9.26,9.27,0.11,11,未達標
6024,2019-05-27,2019-06-12,47.5,47.95,0.95,11,未達標
8422,2019-05-27,2019-06-12,170.0,168.5,-0.88,11,未達標
9942,2019-05-27,2019-06-12,73.3,71.6,-2.32,11,未達標
0061,2019-05-28,2019-06-13,17.42,17.5,0.46,11,未達標
006205,2019-05-28,2019-06-13,30.49,30.67,0.59,11,未達標
006206,2019-05-28,2019-06-13,31.48,31.95,1.49,11,未達標
006207,2019-05-28,2019-06-13,22.72,22.81,0.4,11,未達標
00640L,2019-05-28,2019-06-03,18.5,17.25,-6.76,4,失敗
00643,2019-05-28,2019-06-13,11.49,11.34,-1.31,11,未達標
00645,2019-05-28,2019-06-13,20.02,19.78,-1.2,11,未達標
00739,2019-05-28,2019-06-13,20.17,20.3,0.64,11,未達標
00743,2019-05-28,2019-06-13,20.43,20.4,-0.15,11,未達標
1233,2019-05-28,2019-06-13,38.5,38.75,0.65,11,未達標
1702,2019-05-28,2019-06-13,52.0,53.2,2.31,11,未達標
1708,2019-05-28,2019-06-13,25.75,26.15,1.55,11,未達標
1727,2019-05-28,2019-06-13,13.05,13.05,0.0,11,未達標
1783,2019-05-28,2019-06-13,23.5,23.85,1.49,11,未達標
2007,2019-05-28,2019-06-13,4.82,4.95,2.7,11,未達標
2329,2019-05-28,2019-06-13,14.4,14.4,0.0,11,未達標
2405,2019-05-28,2019-05-31,11.0,12.5,13.64,3,勝利
2428,2019-05-28,2019-06-05,82.7,78.0,-5.68,6,失敗
3443,2019-05-28,2019-06-04,227.0,211.0,-7.05,5,失敗
3679,2019-05-28,2019-06-13,48.8,47.15,-3.38,11,未達標
4999,2019-05-28,2019-06-13,43.95,44.0,0.11,11,未達標
5533,2019-05-28,2019-06-13,16.1,16.05,-0.31,11,未達標
8112,2019-05-28,2019-06-10,31.8,30.2,-5.03,8,失敗
1110,2019-05-29,2019-06-14,16.3,16.9,3.68,11,未達標
2323,2019-05-29,2019-06-14,6.96,7.01,0.72,11,未達標
2327,2019-05-29,2019-06-14,255.0,251.0,-1.57,11,未達標
2342,2019-05-29,2019-06-14,18.0,18.0,0.0,11,未達標
2353,2019-05-29,2019-06-14,18.75,19.25,2.67,11,未達標
2377,2019-05-29,2019-06-14,77.4,78.7,1.68,11,未達標
2419,2019-05-29,2019-06-14,21.25,20.7,-2.59,11,未達標
3015,2019-05-29,2019-06-14,20.2,19.7,-2.48,11,未達標
3346,2019-05-29,2019-06-14,35.5,34.5,-2.82,11,未達標
3518,2019-05-29,2019-06-14,16.9,17.65,4.44,11,未達標
4552,2019-05-29,2019-06-14,49.85,50.8,1.91,11,未達標
5388,2019-05-29,2019-06-14,64.3,67.0,4.2,11,未達標
8210,2019-05-29,2019-06-14,63.2,62.2,-1.58,11,未達標
8478,2019-05-29,2019-06-14,39.45,40.2,1.9,11,未達標
1449,2019-05-30,2019-06-17,4.49,4.38,-2.45,11,未達標
1541,2019-05-30,2019-06-11,28.0,30.95,10.54,7,勝利
1786,2019-05-30,2019-06-17,62.3,63.7,2.25,11,未達標
2324,2019-05-30,2019-06-17,19.4,19.8,2.06,11,未達標
2356,2019-05-30,2019-06-17,23.85,23.6,-1.05,11,未達標
2883,2019-05-30,2019-06-17,9.24,9.31,0.76,11,未達標
2885,2019-05-30,2019-06-17,17.6,18.05,2.56,11,未達標
2888,2019-05-30,2019-06-17,8.5,8.9,4.71,11,未達標
5225,2019-05-30,2019-06-17,33.1,34.2,3.32,11,未達標
6215,2019-05-30,2019-06-17,16.45,16.7,1.52,11,未達標
8261,2019-05-30,2019-06-17,25.5,25.25,-0.98,11,未達標
9904,2019-05-30,2019-06-17,36.3,37.5,3.31,11,未達標
9912,2019-05-30,2019-06-17,9.01,9.11,1.11,11,未達標
9919,2019-05-30,2019-06-17,10.9,10.75,-1.38,11,未達標
1338,2019-05-31,2019-06-18,64.4,65.0,0.93,11,未達標
1710,2019-05-31,2019-06-18,24.35,25.3,3.9,11,未達標
2002,2019-05-31,2019-06-18,24.3,24.6,1.23,11,未達標
2312,2019-05-31,2019-06-18,10.25,10.05,-1.95,11,未達標
2387,2019-05-31,2019-06-18,17.65,17.8,0.85,11,未達標
2441,2019-05-31,2019-06-18,41.35,40.8,-1.33,11,未達標
2606,2019-05-31,2019-06-18,31.45,32.05,1.91,11,未達標
2637,2019-05-31,2019-06-18,29.7,29.8,0.34,11,未達標
2882,2019-05-31,2019-06-18,40.8,42.2,3.43,11,未達標
3021,2019-05-31,2019-06-18,14.65,14.85,1.37,11,未達標
3036,2019-05-31,2019-06-18,38.4,39.1,1.82,11,未達標
3504,2019-05-31,2019-06-18,90.2,91.7,1.66,11,未達標
3532,2019-05-31,2019-06-18,103.0,108.0,4.85,11,未達標
3550,2019-05-31,2019-06-18,15.35,15.05,-1.95,11,未達標
5538,2019-05-31,2019-06-17,36.25,33.35,-8.0,10,失敗
6257,2019-05-31,2019-06-18,28.65,29.2,1.92,11,未達標
8249,2019-05-31,2019-06-18,21.75,21.95,0.92,11,未達標
8499,2019-05-31,2019-06-18,96.9,94.5,-2.48,11,未達標
9908,2019-05-31,2019-06-18,29.25,29.05,-0.68,11,未達標
1325,2019-06-03,2019-06-19,15.95,16.1,0.94,11,未達標
2007,2019-06-03,2019-06-19,4.82,4.9,1.66,11,未達標
2739,2019-06-03,2019-06-19,29.5,28.5,-3.39,11,未達標
1323,2019-06-04,2019-06-20,34.3,34.15,-0.44,11,未達標
1108,2019-06-05,2019-06-21,6.92,6.98,0.87,11,未達標
2032,2019-06-05,2019-06-21,8.82,8.8,-0.23,11,未達標
2208,2019-06-05,2019-06-21,27.1,26.6,-1.85,11,未達標
4958,2019-06-05,2019-06-21,95.8,97.3,1.57,11,未達標
9136,2019-06-05,2019-06-21,7.69,7.59,-1.3,11,未達標
2316,2019-06-06,2019-06-24,21.5,22.3,3.72,11,未達標
2380,2019-06-06,2019-06-24,3.24,3.49,7.72,11,未達標
2727,2019-06-06,2019-06-24,85.2,80.7,-5.28,11,失敗
8131,2019-06-06,2019-06-24,34.25,35.6,3.94,11,未達標
00703,2019-06-10,2019-06-25,19.34,20.09,3.88,11,未達標
00752,2019-06-10,2019-06-25,22.01,22.7,3.13,11,未達標
2330,2019-06-10,2019-06-25,240.0,238.5,-0.62,11,未達標
2345,2019-06-10,2019-06-25,123.5,129.0,4.45,11,未達標
2356,2019-06-10,2019-06-25,23.8,24.0,0.84,11,未達標
2456,2019-06-10,2019-06-25,82.4,88.0,6.8,11,未達標
2474,2019-06-10,2019-06-14,195.5,217.5,11.25,4,勝利
2603,2019-06-10,2019-06-25,12.05,12.5,3.73,11,未達標
2881A,2019-06-10,2019-06-25,65.2,65.1,-0.15,11,未達標
3017,2019-06-10,2019-06-25,35.9,38.1,6.13,11,未達標
3037,2019-06-10,2019-06-19,31.0,34.75,12.1,7,勝利
3040,2019-06-10,2019-06-25,31.25,32.3,3.36,11,未達標
3406,2019-06-10,2019-06-13,321.0,354.5,10.44,3,勝利
3535,2019-06-10,2019-06-11,33.9,30.55,-9.88,1,失敗
4137,2019-06-10,2019-06-25,258.5,259.0,0.19,11,未達標
5305,2019-06-10,2019-06-25,29.95,29.45,-1.67,11,未達標
5538,2019-06-10,2019-06-17,35.95,33.35,-7.23,5,失敗
00639,2019-06-11,2019-06-26,9.92,10.06,1.41,11,未達標
2025,2019-06-11,2019-06-26,1.75,1.68,-4.0,11,未達標
2362,2019-06-11,2019-06-26,28.35,30.3,6.88,11,未達標
5243,2019-06-11,2019-06-26,35.45,35.7,0.71,11,未達標
5285,2019-06-11,2019-06-26,62.1,63.7,2.58,11,未達標
5533,2019-06-11,2019-06-26,16.2,15.7,-3.09,11,未達標
6213,2019-06-11,2019-06-26,100.0,102.0,2.0,11,未達標
6552,2019-06-11,2019-06-20,91.0,100.5,10.44,7,勝利
9919,2019-06-11,2019-06-26,10.8,10.65,-1.39,11,未達標
1413,2019-06-12,2019-06-27,12.3,12.4,0.81,11,未達標
2408,2019-06-12,2019-06-27,60.7,64.1,5.6,11,未達標
4930,2019-06-12,2019-06-27,10.9,11.1,1.83,11,未達標
5434,2019-06-12,2019-06-27,81.7,83.2,1.84,11,未達標
6142,2019-06-12,2019-06-27,7.32,7.67,4.78,11,未達標
2106,2019-06-13,2019-06-28,28.95,29.75,2.76,11,未達標
00712,2019-06-14,2019-07-01,18.55,18.06,-2.64,11,未達標
01010T,2019-06-14,2019-07-01,10.0,9.99,-0.1,11,未達標
1436,2019-06-14,2019-07-01,40.45,41.45,2.47,11,未達標
2881B,2019-06-14,2019-07-01,62.8,62.8,0.0,11,未達標
2731,2019-06-17,2019-07-02,85.5,83.3,-2.57,11,未達標
4119,2019-06-17,2019-07-02,94.0,99.4,5.74,11,未達標
4526,2019-06-17,2019-07-02,18.35,18.3,-0.27,11,未達標
9907,2019-06-17,2019-07-02,12.5,13.0,4.0,11,未達標
9919,2019-06-17,2019-07-02,10.75,10.65,-0.93,11,未達標
1721,2019-06-18,2019-07-03,9.16,9.15,-0.11,11,未達標
2105,2019-06-18,2019-07-03,39.8,40.4,1.51,11,未達標
2543,2019-06-19,2019-07-04,7.45,7.55,1.34,11,未達標
3047,2019-06-19,2019-07-04,10.35,10.35,0.0,11,未達標
3432,2019-06-19,2019-07-04,14.05,14.05,0.0,11,未達標
6176,2019-06-19,2019-07-04,103.0,99.8,-3.11,11,未達標
6591,2019-06-19,2019-07-04,41.55,43.95,5.78,11,未達標
6669,2019-06-19,2019-07-04,341.5,366.5,7.32,11,未達標
8429,2019-06-19,2019-07-04,14.3,15.1,5.59,11,未達標
9105,2019-06-19,2019-07-04,2.37,2.37,0.0,11,未達標
1340,2019-06-20,2019-07-05,18.3,18.85,3.01,11,未達標
2208,2019-06-21,2019-07-08,26.6,26.35,-0.94,11,未達標
2427,2019-06-21,2019-07-08,10.3,10.4,0.97,11,未達標
6164,2019-06-21,2019-07-02,7.47,7.08,-5.22,7,失敗
5288,2019-06-24,2019-07-09,134.0,137.0,2.24,11,未達標
6165,2019-06-24,2019-07-09,7.98,7.84,-1.75,11,未達標
1732,2019-06-25,2019-07-10,10.55,10.45,-0.95,11,未達標
9935,2019-06-25,2019-07-10,24.6,24.65,0.2,11,未達標
3321,2019-06-26,2019-07-11,13.65,13.2,-3.3,11,未達標
3576,2019-06-27,2019-07-08,9.96,9.28,-6.83,7,失敗
3694,2019-06-27,2019-07-12,20.0,20.9,4.5,11,未達標
911868,2019-06-27,2019-06-28,1.22,1.13,-7.38,1,失敗
1506,2019-06-28,2019-07-10,17.9,16.85,-5.87,8,失敗
4144,2019-06-28,2019-07-15,28.4,29.85,5.11,11,未達標
8028,2019-06-28,2019-07-02,43.7,48.55,11.1,2,勝利
1476,2019-07-01,2019-07-16,407.0,412.0,1.23,11,未達標
1531,2019-07-01,2019-07-16,16.1,15.9,-1.24,11,未達標
2419,2019-07-01,2019-07-16,20.7,20.75,0.24,11,未達標
3535,2019-07-01,2019-07-11,29.5,26.15,-11.36,8,失敗
3003,2019-07-03,2019-07-18,40.75,41.2,1.1,11,未達標
9941A,2019-07-03,2019-07-18,53.7,54.0,0.56,11,未達標
01010T,2019-07-05,2019-07-22,10.0,9.99,-0.1,11,未達標
2887E,2019-07-05,2019-07-22,55.4,54.4,-1.81,11,未達標
00654R,2019-07-08,2019-07-23,13.87,14.15,2.02,11,未達標
00689R,2019-07-08,2019-07-23,17.24,17.36,0.7,11,未達標
1506,2019-07-08,2019-07-12,17.5,16.6,-5.14,4,失敗
